"Step","train-MLP_mlp_8_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_8_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_8_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_7_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_7_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_7_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_6_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_6_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_6_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_5_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_5_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_5_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_4_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_4_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_4_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_3_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_3_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_3_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_2_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_2_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_2_seed12_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_1_seed12_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_1_seed12_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_1_seed12_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.5983386589021916","0.5983386589021916","0.5983386589021916","0.7385063987990943","0.7385063987990943","0.7385063987990943","0.557728189020674","0.557728189020674","0.557728189020674","0.729500693855881","0.729500693855881","0.729500693855881","0.6327256042570921","0.6327256042570921","0.6327256042570921","0.5251959686450168","0.5251959686450168","0.5251959686450168","0.30256212168315155","0.30256212168315155","0.30256212168315155","0.6185029336989862","0.6185029336989862","0.6185029336989862"
"1","0.3351975983721377","0.3351975983721377","0.3351975983721377","0.6385164772169828","0.6385164772169828","0.6385164772169828","0.6242335221449358","0.6242335221449358","0.6242335221449358","0.7362668352827104","0.7362668352827104","0.7362668352827104","0.620158666417927","0.620158666417927","0.620158666417927","0.5731984919924892","0.5731984919924892","0.5731984919924892","0.3465210062818689","0.3465210062818689","0.3465210062818689","0.554546271451142","0.554546271451142","0.554546271451142"
"2","0.423579969398742","0.423579969398742","0.423579969398742","0.6897928822005117","0.6897928822005117","0.6897928822005117","0.6316403198127831","0.6316403198127831","0.6316403198127831","0.7259736318796057","0.7259736318796057","0.7259736318796057","0.6351542565205179","0.6351542565205179","0.6351542565205179","0.6177080040958438","0.6177080040958438","0.6177080040958438","0.308800828662675","0.308800828662675","0.308800828662675","0.6297187485195122","0.6297187485195122","0.6297187485195122"
"3","0.47846965278063824","0.47846965278063824","0.47846965278063824","0.593787025888901","0.593787025888901","0.593787025888901","0.6416192031949812","0.6416192031949812","0.6416192031949812","0.7139538020717484","0.7139538020717484","0.7139538020717484","0.6582266133584999","0.6582266133584999","0.6582266133584999","0.5911077978753876","0.5911077978753876","0.5911077978753876","0.36482399003022215","0.36482399003022215","0.36482399003022215","0.49121147533026754","0.49121147533026754","0.49121147533026754"
"4","0.5672601287775787","0.5672601287775787","0.5672601287775787","0.557406499627788","0.557406499627788","0.557406499627788","0.6170303415090557","0.6170303415090557","0.6170303415090557","0.7278917067154455","0.7278917067154455","0.7278917067154455","0.6565521758591151","0.6565521758591151","0.6565521758591151","0.6070938708246181","0.6070938708246181","0.6070938708246181","0.3584195217968207","0.3584195217968207","0.3584195217968207","0.5465780688431858","0.5465780688431858","0.5465780688431858"
"5","0.5943686567850086","0.5943686567850086","0.5943686567850086","0.5583274040097557","0.5583274040097557","0.5583274040097557","0.6220033014828454","0.6220033014828454","0.6220033014828454","0.7490649072723865","0.7490649072723865","0.7490649072723865","0.6645970145887448","0.6645970145887448","0.6645970145887448","0.6678135629737476","0.6678135629737476","0.6678135629737476","0.39385782386045043","0.39385782386045043","0.39385782386045043","0.5651308151605337","0.5651308151605337","0.5651308151605337"
"6","0.47761111069448015","0.47761111069448015","0.47761111069448015","0.5808576917256556","0.5808576917256556","0.5808576917256556","0.5907459222139251","0.5907459222139251","0.5907459222139251","0.763623822888404","0.763623822888404","0.763623822888404","0.6608010269723665","0.6608010269723665","0.6608010269723665","0.6542799981053471","0.6542799981053471","0.6542799981053471","0.42447191529361694","0.42447191529361694","0.42447191529361694","0.6331741212740033","0.6331741212740033","0.6331741212740033"
"7","0.43663694887663096","0.43663694887663096","0.43663694887663096","0.5510890589937569","0.5510890589937569","0.5510890589937569","0.6032472413082086","0.6032472413082086","0.6032472413082086","0.7511555561296716","0.7511555561296716","0.7511555561296716","0.6711291021993278","0.6711291021993278","0.6711291021993278","0.6579805356479795","0.6579805356479795","0.6579805356479795","0.42008054655278837","0.42008054655278837","0.42008054655278837","0.628945631568016","0.628945631568016","0.628945631568016"
"8","0.4426095656068638","0.4426095656068638","0.4426095656068638","0.5498755181064056","0.5498755181064056","0.5498755181064056","0.5916968747267823","0.5916968747267823","0.5916968747267823","0.6757328280444286","0.6757328280444286","0.6757328280444286","0.6719859612942615","0.6719859612942615","0.6719859612942615","0.6667323545280552","0.6667323545280552","0.6667323545280552","0.5404749695926089","0.5404749695926089","0.5404749695926089","0.7070848219357291","0.7070848219357291","0.7070848219357291"
"9","0.4467847869386078","0.4467847869386078","0.4467847869386078","0.5361237664508842","0.5361237664508842","0.5361237664508842","0.5875293963678708","0.5875293963678708","0.5875293963678708","0.7318013499027065","0.7318013499027065","0.7318013499027065","0.6788692707086484","0.6788692707086484","0.6788692707086484","0.6720878601247016","0.6720878601247016","0.6720878601247016","0.5851151278411857","0.5851151278411857","0.5851151278411857","0.7539402828842925","0.7539402828842925","0.7539402828842925"
