"Step","train-MLP_features_model_8_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_8_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_8_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_7_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_7_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_7_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_6_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_6_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_6_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_5_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_5_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_5_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_4_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_4_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_4_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_3_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_3_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_3_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_2_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_2_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_2_seed42_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_features_model_1_seed42_dev30_lambda0.0_random - QWK[High]","train-MLP_features_model_1_seed42_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_features_model_1_seed42_dev30_lambda0.0_random - QWK[High]__MAX"
"0","0.418224476820099","0.418224476820099","0.418224476820099","0.6578047516625946","0.6578047516625946","0.6578047516625946","0.5725298429291709","0.5725298429291709","0.5725298429291709","0.704586299818158","0.704586299818158","0.704586299818158","0.5770230136142316","0.5770230136142316","0.5770230136142316","0.5732782701092136","0.5732782701092136","0.5732782701092136","0.6505952972670176","0.6505952972670176","0.6505952972670176","0.7924894855583099","0.7924894855583099","0.7924894855583099"
"1","0.43648157887324723","0.43648157887324723","0.43648157887324723","0.6449968713793564","0.6449968713793564","0.6449968713793564","0.5377661189871523","0.5377661189871523","0.5377661189871523","0.6570784948599406","0.6570784948599406","0.6570784948599406","0.5528751080787241","0.5528751080787241","0.5528751080787241","0.5132313380657241","0.5132313380657241","0.5132313380657241","0.6390770806495081","0.6390770806495081","0.6390770806495081","0.752709291396306","0.752709291396306","0.752709291396306"
"2","0.45371554574111683","0.45371554574111683","0.45371554574111683","0.6400288308568942","0.6400288308568942","0.6400288308568942","0.4894481236203091","0.4894481236203091","0.4894481236203091","0.5932815769924948","0.5932815769924948","0.5932815769924948","0.5515927544385466","0.5515927544385466","0.5515927544385466","0.411509257333056","0.411509257333056","0.411509257333056","0.6102758775981452","0.6102758775981452","0.6102758775981452","0.7072824976266556","0.7072824976266556","0.7072824976266556"
"3","0.5369166948457267","0.5369166948457267","0.5369166948457267","0.6149718531817023","0.6149718531817023","0.6149718531817023","0.4031202818319074","0.4031202818319074","0.4031202818319074","0.5600653880896864","0.5600653880896864","0.5600653880896864","0.5455729536814738","0.5455729536814738","0.5455729536814738","0.2901852007508895","0.2901852007508895","0.2901852007508895","0.5960716867222071","0.5960716867222071","0.5960716867222071","0.6624492394035912","0.6624492394035912","0.6624492394035912"
"4","0.6117318160356948","0.6117318160356948","0.6117318160356948","0.5299662557616341","0.5299662557616341","0.5299662557616341","0.4131463415883597","0.4131463415883597","0.4131463415883597","0.5488029027968909","0.5488029027968909","0.5488029027968909","0.5316612688508466","0.5316612688508466","0.5316612688508466","0.2388673345300828","0.2388673345300828","0.2388673345300828","0.5818074424099232","0.5818074424099232","0.5818074424099232","0.6178053875967939","0.6178053875967939","0.6178053875967939"
"5","0.6012847051667447","0.6012847051667447","0.6012847051667447","0.47252597458284595","0.47252597458284595","0.47252597458284595","0.38030679252139166","0.38030679252139166","0.38030679252139166","0.5454382079010859","0.5454382079010859","0.5454382079010859","0.5090228484251844","0.5090228484251844","0.5090228484251844","0.17938036580813732","0.17938036580813732","0.17938036580813732","0.5556475981454903","0.5556475981454903","0.5556475981454903","0.5686680980158809","0.5686680980158809","0.5686680980158809"
"6","0.5019087531396743","0.5019087531396743","0.5019087531396743","0.44076269458234396","0.44076269458234396","0.44076269458234396","0.2928947942706993","0.2928947942706993","0.2928947942706993","0.5341710501560701","0.5341710501560701","0.5341710501560701","0.5085231807761499","0.5085231807761499","0.5085231807761499","0.10521284632818872","0.10521284632818872","0.10521284632818872","0.5231663745474084","0.5231663745474084","0.5231663745474084","0.49064448976519026","0.49064448976519026","0.49064448976519026"
"7","0.45891384736011187","0.45891384736011187","0.45891384736011187","0.4396987701668077","0.4396987701668077","0.4396987701668077","0.12798437260553197","0.12798437260553197","0.12798437260553197","0.5028447808000189","0.5028447808000189","0.5028447808000189","0.5123001298924057","0.5123001298924057","0.5123001298924057","0.06635398202324738","0.06635398202324738","0.06635398202324738","0.4948700548392422","0.4948700548392422","0.4948700548392422","0.4490435964472207","0.4490435964472207","0.4490435964472207"
"8","0.32291792354125115","0.32291792354125115","0.32291792354125115","0.4238253211310975","0.4238253211310975","0.4238253211310975","0.0234261438766612","0.0234261438766612","0.0234261438766612","0.45788278284444295","0.45788278284444295","0.45788278284444295","0.49829439003290543","0.49829439003290543","0.49829439003290543","0.07515219806876694","0.07515219806876694","0.07515219806876694","0.47937799588879615","0.47937799588879615","0.47937799588879615","0.41389329184567203","0.41389329184567203","0.41389329184567203"
"9","0.1728886524153982","0.1728886524153982","0.1728886524153982","0.35855561994373475","0.35855561994373475","0.35855561994373475","0.005709519058972101","0.005709519058972101","0.005709519058972101","0.3994879796890264","0.3994879796890264","0.3994879796890264","0.4901792132805699","0.4901792132805699","0.4901792132805699","0.1034728020533755","0.1034728020533755","0.1034728020533755","0.45460902124629543","0.45460902124629543","0.45460902124629543","0.3801001037967032","0.3801001037967032","0.3801001037967032"
