"Step","train-MLP_features_model_8_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_8_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_8_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_7_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_7_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_7_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_6_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_6_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_6_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_5_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_5_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_5_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_4_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_4_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_4_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_3_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_3_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_3_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_2_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_2_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_2_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_1_seed32_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_1_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_1_seed32_dev30_lambda0.5_random - QWK[Low]__MAX"
"0","0.3894393136658756","0.3894393136658756","0.3894393136658756","0.6592174039619421","0.6592174039619421","0.6592174039619421","0.5695588559517367","0.5695588559517367","0.5695588559517367","0.7054103636825555","0.7054103636825555","0.7054103636825555","0.5774251512052313","0.5774251512052313","0.5774251512052313","0.5720556727491035","0.5720556727491035","0.5720556727491035","0.6425493213935918","0.6425493213935918","0.6425493213935918","0.7731045804351745","0.7731045804351745","0.7731045804351745"
"1","0.41543562685278845","0.41543562685278845","0.41543562685278845","0.6406928786517587","0.6406928786517587","0.6406928786517587","0.5458362491252624","0.5458362491252624","0.5458362491252624","0.6453836304361644","0.6453836304361644","0.6453836304361644","0.5530388400679187","0.5530388400679187","0.5530388400679187","0.49672793524343284","0.49672793524343284","0.49672793524343284","0.6321821329583602","0.6321821329583602","0.6321821329583602","0.7614731266072475","0.7614731266072475","0.7614731266072475"
"2","0.4259192028390232","0.4259192028390232","0.4259192028390232","0.6366224875142108","0.6366224875142108","0.6366224875142108","0.4953185695406671","0.4953185695406671","0.4953185695406671","0.5740736088173481","0.5740736088173481","0.5740736088173481","0.5393487507281995","0.5393487507281995","0.5393487507281995","0.37590700021218326","0.37590700021218326","0.37590700021218326","0.5827092541801138","0.5827092541801138","0.5827092541801138","0.6980933401063737","0.6980933401063737","0.6980933401063737"
"3","0.5209104603612256","0.5209104603612256","0.5209104603612256","0.6386826841674421","0.6386826841674421","0.6386826841674421","0.46269770836616375","0.46269770836616375","0.46269770836616375","0.56646279433064","0.56646279433064","0.56646279433064","0.4997491903474809","0.4997491903474809","0.4997491903474809","0.10655639550829166","0.10655639550829166","0.10655639550829166","0.5608215294791286","0.5608215294791286","0.5608215294791286","0.6263874575744643","0.6263874575744643","0.6263874575744643"
"4","0.5489958522966889","0.5489958522966889","0.5489958522966889","0.5724771359528132","0.5724771359528132","0.5724771359528132","0.452809601745772","0.452809601745772","0.452809601745772","0.5524938399799589","0.5524938399799589","0.5524938399799589","0.430795896037351","0.430795896037351","0.430795896037351","0.02627095058754747","0.02627095058754747","0.02627095058754747","0.5543563119681474","0.5543563119681474","0.5543563119681474","0.5530924007918808","0.5530924007918808","0.5530924007918808"
"5","0.5649816740939222","0.5649816740939222","0.5649816740939222","0.47725135158328336","0.47725135158328336","0.47725135158328336","0.38867506767801696","0.38867506767801696","0.38867506767801696","0.5467499405830657","0.5467499405830657","0.5467499405830657","0.4130825681919089","0.4130825681919089","0.4130825681919089","0.020976914852499084","0.020976914852499084","0.020976914852499084","0.5189242309185682","0.5189242309185682","0.5189242309185682","0.48985869159526507","0.48985869159526507","0.48985869159526507"
"6","0.4743472900218687","0.4743472900218687","0.4743472900218687","0.3223178965188357","0.3223178965188357","0.3223178965188357","0.3100179985281992","0.3100179985281992","0.3100179985281992","0.5257553240835169","0.5257553240835169","0.5257553240835169","0.4139199084081646","0.4139199084081646","0.4139199084081646","0.0031639912947318827","0.0031639912947318827","0.0031639912947318827","0.4736306698756234","0.4736306698756234","0.4736306698756234","0.3943585328498964","0.3943585328498964","0.3943585328498964"
"7","0.3804236919367988","0.3804236919367988","0.3804236919367988","0.3055862389875551","0.3055862389875551","0.3055862389875551","0.2163197999438249","0.2163197999438249","0.2163197999438249","0.4895926727776102","0.4895926727776102","0.4895926727776102","0.4372376883392366","0.4372376883392366","0.4372376883392366","0.0031694198029557086","0.0031694198029557086","0.0031694198029557086","0.4553689720914702","0.4553689720914702","0.4553689720914702","0.27357391399517883","0.27357391399517883","0.27357391399517883"
"8","0.22508341255821096","0.22508341255821096","0.22508341255821096","0.24979601623547265","0.24979601623547265","0.24979601623547265","0.1093064294095365","0.1093064294095365","0.1093064294095365","0.3956639295901483","0.3956639295901483","0.3956639295901483","0.4133815638284992","0.4133815638284992","0.4133815638284992","0","0","0","0.3861213385843594","0.3861213385843594","0.3861213385843594","0.2527264789272303","0.2527264789272303","0.2527264789272303"
"9","0.11357750776669528","0.11357750776669528","0.11357750776669528","0.19297058052617944","0.19297058052617944","0.19297058052617944","0.06505283739118295","0.06505283739118295","0.06505283739118295","0.26393718420489964","0.26393718420489964","0.26393718420489964","0.3437792741831873","0.3437792741831873","0.3437792741831873","0","0","0","0.4175586255349961","0.4175586255349961","0.4175586255349961","0.2889463456952698","0.2889463456952698","0.2889463456952698"
