"Step","train-Transformer_mlp_8_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_8_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_8_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_7_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_7_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_7_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_6_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_6_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_6_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_5_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_5_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_5_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_4_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_4_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_4_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_3_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_3_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_3_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_2_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_2_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_2_seed22_dev30_lambda0.0_random - QWK[High]__MAX","train-Transformer_mlp_1_seed22_dev30_lambda0.0_random - QWK[High]","train-Transformer_mlp_1_seed22_dev30_lambda0.0_random - QWK[High]__MIN","train-Transformer_mlp_1_seed22_dev30_lambda0.0_random - QWK[High]__MAX"
"0","0.48881595430164737","0.48881595430164737","0.48881595430164737","0.583738317083355","0.583738317083355","0.583738317083355","0.47013103954882596","0.47013103954882596","0.47013103954882596","0.6470963664999727","0.6470963664999727","0.6470963664999727","0.6141922553628314","0.6141922553628314","0.6141922553628314","0.5389018653156561","0.5389018653156561","0.5389018653156561","0.48143051833905015","0.48143051833905015","0.48143051833905015","0.6369648953898859","0.6369648953898859","0.6369648953898859"
"1","0.45755047084593736","0.45755047084593736","0.45755047084593736","0.6021650635391171","0.6021650635391171","0.6021650635391171","0.5572834934344604","0.5572834934344604","0.5572834934344604","0.6441074329118706","0.6441074329118706","0.6441074329118706","0.6152310970799273","0.6152310970799273","0.6152310970799273","0.5867178924259056","0.5867178924259056","0.5867178924259056","0.4538882507938652","0.4538882507938652","0.4538882507938652","0.581006582394004","0.581006582394004","0.581006582394004"
"2","0.4945384344579201","0.4945384344579201","0.4945384344579201","0.593438065983519","0.593438065983519","0.593438065983519","0.5084415932205407","0.5084415932205407","0.5084415932205407","0.6658781578716336","0.6658781578716336","0.6658781578716336","0.5685808971374431","0.5685808971374431","0.5685808971374431","0.5698626335507146","0.5698626335507146","0.5698626335507146","0.5088453941461664","0.5088453941461664","0.5088453941461664","0.5097497963319797","0.5097497963319797","0.5097497963319797"
"3","0.4734640098900962","0.4734640098900962","0.4734640098900962","0.650932750014221","0.650932750014221","0.650932750014221","0.5368205113335701","0.5368205113335701","0.5368205113335701","0.6351669726158835","0.6351669726158835","0.6351669726158835","0.6395838587167222","0.6395838587167222","0.6395838587167222","0.6365281458023654","0.6365281458023654","0.6365281458023654","0.47767666554319754","0.47767666554319754","0.47767666554319754","0.4665702596854946","0.4665702596854946","0.4665702596854946"
"4","0.5503855592000995","0.5503855592000995","0.5503855592000995","0.6458763670863306","0.6458763670863306","0.6458763670863306","0.46986459045779017","0.46986459045779017","0.46986459045779017","0.6114043832231","0.6114043832231","0.6114043832231","0.6160732193885804","0.6160732193885804","0.6160732193885804","0.6204778156996587","0.6204778156996587","0.6204778156996587","0.48568402567189584","0.48568402567189584","0.48568402567189584","0.40313065623948496","0.40313065623948496","0.40313065623948496"
"5","0.4155331315450913","0.4155331315450913","0.4155331315450913","0.6441298294018829","0.6441298294018829","0.6441298294018829","0.4877465289711407","0.4877465289711407","0.4877465289711407","0.6501955406183066","0.6501955406183066","0.6501955406183066","0.6342107097176216","0.6342107097176216","0.6342107097176216","0.6205809351311464","0.6205809351311464","0.6205809351311464","0.4313393696501905","0.4313393696501905","0.4313393696501905","0.5552149368514028","0.5552149368514028","0.5552149368514028"
"6","0.34684965629170006","0.34684965629170006","0.34684965629170006","0.6048575450141294","0.6048575450141294","0.6048575450141294","0.4496038189710925","0.4496038189710925","0.4496038189710925","0.7453454061821261","0.7453454061821261","0.7453454061821261","0.6282307225620011","0.6282307225620011","0.6282307225620011","0.6639847956921128","0.6639847956921128","0.6639847956921128","0.38370103556956336","0.38370103556956336","0.38370103556956336","0.28685355980643557","0.28685355980643557","0.28685355980643557"
"7","0.4851953750983624","0.4851953750983624","0.4851953750983624","0.5908928549819683","0.5908928549819683","0.5908928549819683","0.44849945193484575","0.44849945193484575","0.44849945193484575","0.744666518524623","0.744666518524623","0.744666518524623","0.6236986840284311","0.6236986840284311","0.6236986840284311","0.6758933669942596","0.6758933669942596","0.6758933669942596","0.487317846157033","0.487317846157033","0.487317846157033","0.31881072229512786","0.31881072229512786","0.31881072229512786"
"8","0.42653310801294886","0.42653310801294886","0.42653310801294886","0.6087798374663023","0.6087798374663023","0.6087798374663023","0.3955221170689026","0.3955221170689026","0.3955221170689026","0.7201212008901503","0.7201212008901503","0.7201212008901503","0.6042778943204479","0.6042778943204479","0.6042778943204479","0.6789986254496534","0.6789986254496534","0.6789986254496534","0.39663494115316855","0.39663494115316855","0.39663494115316855","0.06950882100143074","0.06950882100143074","0.06950882100143074"
"9","0.29230553602093934","0.29230553602093934","0.29230553602093934","0.6374612092925807","0.6374612092925807","0.6374612092925807","0.4622096518949287","0.4622096518949287","0.4622096518949287","0.7397911133027413","0.7397911133027413","0.7397911133027413","0.5362598198117245","0.5362598198117245","0.5362598198117245","0.66756957880637","0.66756957880637","0.66756957880637","0.46523309224458065","0.46523309224458065","0.46523309224458065","0.18504318513945306","0.18504318513945306","0.18504318513945306"
