"Step","train-Transformer_mlp_8_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_8_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_8_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_7_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_7_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_7_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_6_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_6_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_6_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_5_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_5_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_5_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_4_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_4_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_4_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_3_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_3_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_3_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_2_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_2_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_2_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_1_seed22_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_1_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_1_seed22_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.48881595430164737","0.48881595430164737","0.48881595430164737","0.583738317083355","0.583738317083355","0.583738317083355","0.47013103954882596","0.47013103954882596","0.47013103954882596","0.6470963664999727","0.6470963664999727","0.6470963664999727","0.6141922553628314","0.6141922553628314","0.6141922553628314","0.5389018653156561","0.5389018653156561","0.5389018653156561","0.48143051833905015","0.48143051833905015","0.48143051833905015","0.6369648953898859","0.6369648953898859","0.6369648953898859"
"1","0.5040292419020203","0.5040292419020203","0.5040292419020203","0.5896829720432473","0.5896829720432473","0.5896829720432473","0.575820128171471","0.575820128171471","0.575820128171471","0.5781477086768015","0.5781477086768015","0.5781477086768015","0.6166219164850573","0.6166219164850573","0.6166219164850573","0.5549729850698552","0.5549729850698552","0.5549729850698552","0.41199352622164165","0.41199352622164165","0.41199352622164165","0.6441765554769864","0.6441765554769864","0.6441765554769864"
"2","0.4150864543368219","0.4150864543368219","0.4150864543368219","0.5217381447871396","0.5217381447871396","0.5217381447871396","0.5591921700575293","0.5591921700575293","0.5591921700575293","0.48238805430389875","0.48238805430389875","0.48238805430389875","0.6042785578497029","0.6042785578497029","0.6042785578497029","0.5260753111706318","0.5260753111706318","0.5260753111706318","0.4345293554251014","0.4345293554251014","0.4345293554251014","0.6636220378338591","0.6636220378338591","0.6636220378338591"
"3","0.40249619702332373","0.40249619702332373","0.40249619702332373","0.5513820277648711","0.5513820277648711","0.5513820277648711","0.5031238223177045","0.5031238223177045","0.5031238223177045","0.6814328469700172","0.6814328469700172","0.6814328469700172","0.6501171819631038","0.6501171819631038","0.6501171819631038","0.5309594586047688","0.5309594586047688","0.5309594586047688","0.37524245206647944","0.37524245206647944","0.37524245206647944","0.5717376982456055","0.5717376982456055","0.5717376982456055"
"4","0.3634860420668995","0.3634860420668995","0.3634860420668995","0.5743438539287693","0.5743438539287693","0.5743438539287693","0.4650792597996949","0.4650792597996949","0.4650792597996949","0.6782860147307903","0.6782860147307903","0.6782860147307903","0.5630570315619834","0.5630570315619834","0.5630570315619834","0.5215380871258214","0.5215380871258214","0.5215380871258214","0.2490855203971193","0.2490855203971193","0.2490855203971193","0.6293068049859916","0.6293068049859916","0.6293068049859916"
"5","0.4352603289288589","0.4352603289288589","0.4352603289288589","0.5718061507459882","0.5718061507459882","0.5718061507459882","0.49575492440044644","0.49575492440044644","0.49575492440044644","0.7122459862144328","0.7122459862144328","0.7122459862144328","0.568462364401182","0.568462364401182","0.568462364401182","0.5159884146163073","0.5159884146163073","0.5159884146163073","0.18927955173757327","0.18927955173757327","0.18927955173757327","0.6538288850762354","0.6538288850762354","0.6538288850762354"
"6","0.35471294437252177","0.35471294437252177","0.35471294437252177","0.49681814864188045","0.49681814864188045","0.49681814864188045","0.5582083621640508","0.5582083621640508","0.5582083621640508","0.6518622997468613","0.6518622997468613","0.6518622997468613","0.5659482113848875","0.5659482113848875","0.5659482113848875","0.29689697196962594","0.29689697196962594","0.29689697196962594","0.09709535364851918","0.09709535364851918","0.09709535364851918","0.6786613536786901","0.6786613536786901","0.6786613536786901"
"7","0.19904514185449207","0.19904514185449207","0.19904514185449207","0.7344474256906468","0.7344474256906468","0.7344474256906468","0.5517999938893812","0.5517999938893812","0.5517999938893812","0.618973249793143","0.618973249793143","0.618973249793143","0.4312560888560274","0.4312560888560274","0.4312560888560274","0.25267247716055863","0.25267247716055863","0.25267247716055863","0.07750045377966497","0.07750045377966497","0.07750045377966497","0.743333863823789","0.743333863823789","0.743333863823789"
"8","0.056689415975794466","0.056689415975794466","0.056689415975794466","0.588012801825458","0.588012801825458","0.588012801825458","0.514058592770162","0.514058592770162","0.514058592770162","0.6421323381780019","0.6421323381780019","0.6421323381780019","0.32053374665830103","0.32053374665830103","0.32053374665830103","0.1954385175181934","0.1954385175181934","0.1954385175181934","0.03023602461752317","0.03023602461752317","0.03023602461752317","0.7680285376216335","0.7680285376216335","0.7680285376216335"
"9","0.024336917872239572","0.024336917872239572","0.024336917872239572","0.6261118588824963","0.6261118588824963","0.6261118588824963","0.4602821756057659","0.4602821756057659","0.4602821756057659","0.07067174585103775","0.07067174585103775","0.07067174585103775","0.0016974097391736498","0.0016974097391736498","0.0016974097391736498","0.1002000363702491","0.1002000363702491","0.1002000363702491","-0.008176242649781784","-0.008176242649781784","-0.008176242649781784","0.7892761158292857","0.7892761158292857","0.7892761158292857"
