"Step","train-MLP_features_model_8_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_8_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_8_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_7_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_7_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_7_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_6_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_6_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_6_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_5_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_5_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_5_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_4_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_4_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_4_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_3_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_3_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_3_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_2_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_2_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_2_seed22_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_1_seed22_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_1_seed22_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_1_seed22_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.4239307052708293","0.4239307052708293","0.4239307052708293","0.6566864118056828","0.6566864118056828","0.6566864118056828","0.5637556348423568","0.5637556348423568","0.5637556348423568","0.7118357927407888","0.7118357927407888","0.7118357927407888","0.5752955507229105","0.5752955507229105","0.5752955507229105","0.5787784867821331","0.5787784867821331","0.5787784867821331","0.6485578094012039","0.6485578094012039","0.6485578094012039","0.7874299592695182","0.7874299592695182","0.7874299592695182"
"1","0.41406802450082514","0.41406802450082514","0.41406802450082514","0.6247170807090767","0.6247170807090767","0.6247170807090767","0.5662815435472784","0.5662815435472784","0.5662815435472784","0.6902878478180683","0.6902878478180683","0.6902878478180683","0.5522783695834941","0.5522783695834941","0.5522783695834941","0.5825445779715693","0.5825445779715693","0.5825445779715693","0.6302374813976399","0.6302374813976399","0.6302374813976399","0.7787080556459347","0.7787080556459347","0.7787080556459347"
"2","0.4000024589983271","0.4000024589983271","0.4000024589983271","0.607947578527564","0.607947578527564","0.607947578527564","0.5471786722936677","0.5471786722936677","0.5471786722936677","0.6647988726819078","0.6647988726819078","0.6647988726819078","0.4926569382034971","0.4926569382034971","0.4926569382034971","0.5821206543257041","0.5821206543257041","0.5821206543257041","0.594313102918276","0.594313102918276","0.594313102918276","0.7612483612916179","0.7612483612916179","0.7612483612916179"
"3","0.3718285639870136","0.3718285639870136","0.3718285639870136","0.5899712900866019","0.5899712900866019","0.5899712900866019","0.5321393298876804","0.5321393298876804","0.5321393298876804","0.6896696293628362","0.6896696293628362","0.6896696293628362","0.4298731126402947","0.4298731126402947","0.4298731126402947","0.5797569182174003","0.5797569182174003","0.5797569182174003","0.5619825245727142","0.5619825245727142","0.5619825245727142","0.6963949248855591","0.6963949248855591","0.6963949248855591"
"4","0.3618995445173968","0.3618995445173968","0.3618995445173968","0.5735208823244393","0.5735208823244393","0.5735208823244393","0.5131436312672848","0.5131436312672848","0.5131436312672848","0.709258888971659","0.709258888971659","0.709258888971659","0.3863331267712513","0.3863331267712513","0.3863331267712513","0.5809523809523809","0.5809523809523809","0.5809523809523809","0.5241106515328475","0.5241106515328475","0.5241106515328475","0.6604440767415426","0.6604440767415426","0.6604440767415426"
"5","0.35366143449913623","0.35366143449913623","0.35366143449913623","0.5801463437484826","0.5801463437484826","0.5801463437484826","0.48172760314353835","0.48172760314353835","0.48172760314353835","0.7157763435128761","0.7157763435128761","0.7157763435128761","0.3568215200759084","0.3568215200759084","0.3568215200759084","0.5827676240208877","0.5827676240208877","0.5827676240208877","0.4696561690316584","0.4696561690316584","0.4696561690316584","0.6006448664530348","0.6006448664530348","0.6006448664530348"
"6","0.35882364802170275","0.35882364802170275","0.35882364802170275","0.5905522388762541","0.5905522388762541","0.5905522388762541","0.43737329883649656","0.43737329883649656","0.43737329883649656","0.7201213619811697","0.7201213619811697","0.7201213619811697","0.34546833776021857","0.34546833776021857","0.34546833776021857","0.5808505220269926","0.5808505220269926","0.5808505220269926","0.38035485313851203","0.38035485313851203","0.38035485313851203","0.5335896868155332","0.5335896868155332","0.5335896868155332"
"7","0.36033734086683855","0.36033734086683855","0.36033734086683855","0.5595703050373768","0.5595703050373768","0.5595703050373768","0.3350455213237108","0.3350455213237108","0.3350455213237108","0.7237610981493237","0.7237610981493237","0.7237610981493237","0.3082102568969144","0.3082102568969144","0.3082102568969144","0.5886502586612321","0.5886502586612321","0.5886502586612321","0.2688403289771366","0.2688403289771366","0.2688403289771366","0.4976226764104368","0.4976226764104368","0.4976226764104368"
"8","0.38844829886925203","0.38844829886925203","0.38844829886925203","0.6279529499186813","0.6279529499186813","0.6279529499186813","0.21266723425900513","0.21266723425900513","0.21266723425900513","0.7117734237028737","0.7117734237028737","0.7117734237028737","0.292313980080413","0.292313980080413","0.292313980080413","0.5800592554424836","0.5800592554424836","0.5800592554424836","0.10465509487636238","0.10465509487636238","0.10465509487636238","0.444132458525347","0.444132458525347","0.444132458525347"
"9","0.29014229976097095","0.29014229976097095","0.29014229976097095","0.7052276381478537","0.7052276381478537","0.7052276381478537","0.0017803773203851625","0.0017803773203851625","0.0017803773203851625","0.60705131422583","0.60705131422583","0.60705131422583","0.16682893664210063","0.16682893664210063","0.16682893664210063","0.2584619908836936","0.2584619908836936","0.2584619908836936","0.04888080063009592","0.04888080063009592","0.04888080063009592","0.3824072010299936","0.3824072010299936","0.3824072010299936"
