"Step","train-MLP_features_model_8_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_8_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_8_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_7_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_7_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_7_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_6_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_6_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_6_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_5_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_5_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_5_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_4_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_4_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_4_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_3_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_3_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_3_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_2_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_2_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_2_seed52_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_1_seed52_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_1_seed52_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_1_seed52_dev30_lambda0.5_random - QWK[High]__MAX"
"0","0.38634524008650806","0.38634524008650806","0.38634524008650806","0.6688031839575205","0.6688031839575205","0.6688031839575205","0.5678271466395469","0.5678271466395469","0.5678271466395469","0.7068893514873107","0.7068893514873107","0.7068893514873107","0.577671189534953","0.577671189534953","0.577671189534953","0.5697330686079859","0.5697330686079859","0.5697330686079859","0.6490396508714051","0.6490396508714051","0.6490396508714051","0.7805871259277004","0.7805871259277004","0.7805871259277004"
"1","0.3539749692245464","0.3539749692245464","0.3539749692245464","0.6666856003702275","0.6666856003702275","0.6666856003702275","0.568875622661989","0.568875622661989","0.568875622661989","0.7091676092073487","0.7091676092073487","0.7091676092073487","0.589711882942019","0.589711882942019","0.589711882942019","0.5789644573358154","0.5789644573358154","0.5789644573358154","0.6501064921010008","0.6501064921010008","0.6501064921010008","0.753189910500917","0.753189910500917","0.753189910500917"
"2","0.3382456301801503","0.3382456301801503","0.3382456301801503","0.6577855160439184","0.6577855160439184","0.6577855160439184","0.5786348483263999","0.5786348483263999","0.5786348483263999","0.7161597625050699","0.7161597625050699","0.7161597625050699","0.5999868930287231","0.5999868930287231","0.5999868930287231","0.5904242385800218","0.5904242385800218","0.5904242385800218","0.6382597909651317","0.6382597909651317","0.6382597909651317","0.7387068166830866","0.7387068166830866","0.7387068166830866"
"3","0.32774446302245175","0.32774446302245175","0.32774446302245175","0.649491753982025","0.649491753982025","0.649491753982025","0.5817786684552703","0.5817786684552703","0.5817786684552703","0.7044589464224689","0.7044589464224689","0.7044589464224689","0.6120129796797241","0.6120129796797241","0.6120129796797241","0.5972819720733515","0.5972819720733515","0.5972819720733515","0.6291232934476974","0.6291232934476974","0.6291232934476974","0.7375865687976515","0.7375865687976515","0.7375865687976515"
"4","0.3230789465558339","0.3230789465558339","0.3230789465558339","0.6498122515584543","0.6498122515584543","0.6498122515584543","0.596285617381116","0.596285617381116","0.596285617381116","0.7045123959970603","0.7045123959970603","0.7045123959970603","0.6279540639938642","0.6279540639938642","0.6279540639938642","0.602816788218512","0.602816788218512","0.602816788218512","0.6135981439592297","0.6135981439592297","0.6135981439592297","0.757920943385977","0.757920943385977","0.757920943385977"
"5","0.31367286375141823","0.31367286375141823","0.31367286375141823","0.636605735125958","0.636605735125958","0.636605735125958","0.6060477757116293","0.6060477757116293","0.6060477757116293","0.700655497583909","0.700655497583909","0.700655497583909","0.6341524223035278","0.6341524223035278","0.6341524223035278","0.6112117835166433","0.6112117835166433","0.6112117835166433","0.5891044086052512","0.5891044086052512","0.5891044086052512","0.773681442127374","0.773681442127374","0.773681442127374"
"6","0.3071328973845878","0.3071328973845878","0.3071328973845878","0.6530677859189666","0.6530677859189666","0.6530677859189666","0.6095640170319934","0.6095640170319934","0.6095640170319934","0.7061995490920236","0.7061995490920236","0.7061995490920236","0.6158867768792986","0.6158867768792986","0.6158867768792986","0.6172208176310643","0.6172208176310643","0.6172208176310643","0.5820936051548957","0.5820936051548957","0.5820936051548957","0.7655782867652273","0.7655782867652273","0.7655782867652273"
"7","0.3082827906024771","0.3082827906024771","0.3082827906024771","0.6826401056129846","0.6826401056129846","0.6826401056129846","0.6039022136205805","0.6039022136205805","0.6039022136205805","0.706105331976794","0.706105331976794","0.706105331976794","0.5636770601735354","0.5636770601735354","0.5636770601735354","0.6031676741603955","0.6031676741603955","0.6031676741603955","0.5514520038338722","0.5514520038338722","0.5514520038338722","0.7470285472014928","0.7470285472014928","0.7470285472014928"
"8","0.37853215015992836","0.37853215015992836","0.37853215015992836","0.7063235093913277","0.7063235093913277","0.7063235093913277","0.62885836035751","0.62885836035751","0.62885836035751","0.6951079010100926","0.6951079010100926","0.6951079010100926","0.37182996180091366","0.37182996180091366","0.37182996180091366","0.5822609035791121","0.5822609035791121","0.5822609035791121","0.5036047298517105","0.5036047298517105","0.5036047298517105","0.7803051210612204","0.7803051210612204","0.7803051210612204"
"9","0.26610080671142233","0.26610080671142233","0.26610080671142233","0.5904792615519598","0.5904792615519598","0.5904792615519598","0.5331714145237948","0.5331714145237948","0.5331714145237948","0.5687060208285356","0.5687060208285356","0.5687060208285356","0.29536834452918026","0.29536834452918026","0.29536834452918026","0.5064306487343433","0.5064306487343433","0.5064306487343433","0.36292121296191515","0.36292121296191515","0.36292121296191515","0.8056171225153552","0.8056171225153552","0.8056171225153552"
