"Step","train-MLP_features_model_8_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_8_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_8_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_7_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_7_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_7_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_6_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_6_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_6_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_5_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_5_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_5_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_4_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_4_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_4_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_3_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_3_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_3_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_2_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_2_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_2_seed52_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_1_seed52_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_1_seed52_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_1_seed52_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.38634524008650806","0.38634524008650806","0.38634524008650806","0.6688031839575205","0.6688031839575205","0.6688031839575205","0.5678271466395469","0.5678271466395469","0.5678271466395469","0.7068893514873107","0.7068893514873107","0.7068893514873107","0.577671189534953","0.577671189534953","0.577671189534953","0.5697330686079859","0.5697330686079859","0.5697330686079859","0.6490396508714051","0.6490396508714051","0.6490396508714051","0.7805871259277004","0.7805871259277004","0.7805871259277004"
"1","0.31583643362846525","0.31583643362846525","0.31583643362846525","0.6829582005826892","0.6829582005826892","0.6829582005826892","0.5024964549940396","0.5024964549940396","0.5024964549940396","0.6574469893814191","0.6574469893814191","0.6574469893814191","0.5572124337942345","0.5572124337942345","0.5572124337942345","0.5179808093450147","0.5179808093450147","0.5179808093450147","0.6424541313160863","0.6424541313160863","0.6424541313160863","0.7592481445681123","0.7592481445681123","0.7592481445681123"
"2","0.30111281860377404","0.30111281860377404","0.30111281860377404","0.6729365627736998","0.6729365627736998","0.6729365627736998","0.4573492598093565","0.4573492598093565","0.4573492598093565","0.5908705146901196","0.5908705146901196","0.5908705146901196","0.559654720330429","0.559654720330429","0.559654720330429","0.4216031039539079","0.4216031039539079","0.4216031039539079","0.6123981051917867","0.6123981051917867","0.6123981051917867","0.7296097714504505","0.7296097714504505","0.7296097714504505"
"3","0.290497943733692","0.290497943733692","0.290497943733692","0.6722238576299842","0.6722238576299842","0.6722238576299842","0.4707830540180009","0.4707830540180009","0.4707830540180009","0.571575115151759","0.571575115151759","0.571575115151759","0.5561656311205347","0.5561656311205347","0.5561656311205347","0.2598398267164477","0.2598398267164477","0.2598398267164477","0.5899118835438928","0.5899118835438928","0.5899118835438928","0.6613101180203067","0.6613101180203067","0.6613101180203067"
"4","0.28072349291452814","0.28072349291452814","0.28072349291452814","0.6783695276274093","0.6783695276274093","0.6783695276274093","0.4656276457732166","0.4656276457732166","0.4656276457732166","0.5452032382873557","0.5452032382873557","0.5452032382873557","0.5455045248915389","0.5455045248915389","0.5455045248915389","0.18447005703422048","0.18447005703422048","0.18447005703422048","0.5521220279312978","0.5521220279312978","0.5521220279312978","0.5730684599391037","0.5730684599391037","0.5730684599391037"
"5","0.2602565082974748","0.2602565082974748","0.2602565082974748","0.6505887688157775","0.6505887688157775","0.6505887688157775","0.4466647747213719","0.4466647747213719","0.4466647747213719","0.532734895201437","0.532734895201437","0.532734895201437","0.5481392504740594","0.5481392504740594","0.5481392504740594","0.1424415962185256","0.1424415962185256","0.1424415962185256","0.518428802320259","0.518428802320259","0.518428802320259","0.560669226644685","0.560669226644685","0.560669226644685"
"6","0.26779988828903256","0.26779988828903256","0.26779988828903256","0.6129064212618347","0.6129064212618347","0.6129064212618347","0.42240725628020026","0.42240725628020026","0.42240725628020026","0.529994916315641","0.529994916315641","0.529994916315641","0.5541788957393583","0.5541788957393583","0.5541788957393583","0.1273450650344301","0.1273450650344301","0.1273450650344301","0.4709740437082328","0.4709740437082328","0.4709740437082328","0.5223325299277977","0.5223325299277977","0.5223325299277977"
"7","0.30385606171337276","0.30385606171337276","0.30385606171337276","0.5657534804684732","0.5657534804684732","0.5657534804684732","0.4328058702922002","0.4328058702922002","0.4328058702922002","0.5278520237576632","0.5278520237576632","0.5278520237576632","0.5562538440984711","0.5562538440984711","0.5562538440984711","0.10391820192739032","0.10391820192739032","0.10391820192739032","0.462905008343809","0.462905008343809","0.462905008343809","0.48459548466579205","0.48459548466579205","0.48459548466579205"
"8","0.3211769541838092","0.3211769541838092","0.3211769541838092","0.5179115957018323","0.5179115957018323","0.5179115957018323","0.426872401246024","0.426872401246024","0.426872401246024","0.5337048154720091","0.5337048154720091","0.5337048154720091","0.5529590395066215","0.5529590395066215","0.5529590395066215","0.10244650687160106","0.10244650687160106","0.10244650687160106","0.44364480425092523","0.44364480425092523","0.44364480425092523","0.4228331377356038","0.4228331377356038","0.4228331377356038"
"9","0.3678427610414059","0.3678427610414059","0.3678427610414059","0.5101492826981715","0.5101492826981715","0.5101492826981715","0.38297846085502574","0.38297846085502574","0.38297846085502574","0.5310989561330229","0.5310989561330229","0.5310989561330229","0.5512525665181017","0.5512525665181017","0.5512525665181017","0.08554996405463688","0.08554996405463688","0.08554996405463688","0.4153102019913364","0.4153102019913364","0.4153102019913364","0.3325165260367021","0.3325165260367021","0.3325165260367021"
