"Step","train-MLP_features_model_8_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_8_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_8_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_7_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_7_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_7_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_6_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_6_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_6_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_5_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_5_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_5_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_4_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_4_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_4_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_3_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_3_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_3_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_2_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_2_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_2_seed12_dev30_lambda0.5_random - QWK[Low]__MAX","train-MLP_features_model_1_seed12_dev30_lambda0.5_random - QWK[Low]","train-MLP_features_model_1_seed12_dev30_lambda0.5_random - QWK[Low]__MIN","train-MLP_features_model_1_seed12_dev30_lambda0.5_random - QWK[Low]__MAX"
"0","0.39143275526721966","0.39143275526721966","0.39143275526721966","0.6449433685747104","0.6449433685747104","0.6449433685747104","0.5734087097526572","0.5734087097526572","0.5734087097526572","0.7082579833051555","0.7082579833051555","0.7082579833051555","0.5739345203102569","0.5739345203102569","0.5739345203102569","0.578309725820882","0.578309725820882","0.578309725820882","0.6507028735295839","0.6507028735295839","0.6507028735295839","0.7885978180797562","0.7885978180797562","0.7885978180797562"
"1","0.3482610839951702","0.3482610839951702","0.3482610839951702","0.6172787890094482","0.6172787890094482","0.6172787890094482","0.57929905424177","0.57929905424177","0.57929905424177","0.7225848331810063","0.7225848331810063","0.7225848331810063","0.559690344143063","0.559690344143063","0.559690344143063","0.5863877877591552","0.5863877877591552","0.5863877877591552","0.6077240801431756","0.6077240801431756","0.6077240801431756","0.7659642625946365","0.7659642625946365","0.7659642625946365"
"2","0.32089966155112115","0.32089966155112115","0.32089966155112115","0.6097709355301776","0.6097709355301776","0.6097709355301776","0.5836770748849863","0.5836770748849863","0.5836770748849863","0.729660544471655","0.729660544471655","0.729660544471655","0.48756765178716865","0.48756765178716865","0.48756765178716865","0.5928124837215017","0.5928124837215017","0.5928124837215017","0.5799137629549276","0.5799137629549276","0.5799137629549276","0.7508165556751162","0.7508165556751162","0.7508165556751162"
"3","0.2959034696453515","0.2959034696453515","0.2959034696453515","0.5966354784448291","0.5966354784448291","0.5966354784448291","0.5924045618898063","0.5924045618898063","0.5924045618898063","0.7319231963140327","0.7319231963140327","0.7319231963140327","0.27658089653459095","0.27658089653459095","0.27658089653459095","0.6022321516188334","0.6022321516188334","0.6022321516188334","0.5579148842828201","0.5579148842828201","0.5579148842828201","0.7485633762968172","0.7485633762968172","0.7485633762968172"
"4","0.2827332234906287","0.2827332234906287","0.2827332234906287","0.5853774743141136","0.5853774743141136","0.5853774743141136","0.5868140352679321","0.5868140352679321","0.5868140352679321","0.7240527452544893","0.7240527452544893","0.7240527452544893","0.15665900291077106","0.15665900291077106","0.15665900291077106","0.6070937849496725","0.6070937849496725","0.6070937849496725","0.5328068455757073","0.5328068455757073","0.5328068455757073","0.7526014597114951","0.7526014597114951","0.7526014597114951"
"5","0.28277249164617","0.28277249164617","0.28277249164617","0.6025863917031895","0.6025863917031895","0.6025863917031895","0.6099840658807589","0.6099840658807589","0.6099840658807589","0.7233592322051139","0.7233592322051139","0.7233592322051139","0.15612255068616965","0.15612255068616965","0.15612255068616965","0.6072772937524848","0.6072772937524848","0.6072772937524848","0.5151193784527892","0.5151193784527892","0.5151193784527892","0.7565799422917352","0.7565799422917352","0.7565799422917352"
"6","0.28699172245767757","0.28699172245767757","0.28699172245767757","0.631377270122293","0.631377270122293","0.631377270122293","0.6278099160035489","0.6278099160035489","0.6278099160035489","0.726029731933642","0.726029731933642","0.726029731933642","0.12045622326154393","0.12045622326154393","0.12045622326154393","0.6196206112078239","0.6196206112078239","0.6196206112078239","0.5086639583492205","0.5086639583492205","0.5086639583492205","0.7558264552805991","0.7558264552805991","0.7558264552805991"
"7","0.30905229110715204","0.30905229110715204","0.30905229110715204","0.6598789385605104","0.6598789385605104","0.6598789385605104","0.6202780595346723","0.6202780595346723","0.6202780595346723","0.7078087614738766","0.7078087614738766","0.7078087614738766","0.08464448577770856","0.08464448577770856","0.08464448577770856","0.6133516905089711","0.6133516905089711","0.6133516905089711","0.5091759605168145","0.5091759605168145","0.5091759605168145","0.7349204267178711","0.7349204267178711","0.7349204267178711"
"8","0.3458377396393444","0.3458377396393444","0.3458377396393444","0.7125062409175966","0.7125062409175966","0.7125062409175966","0.6018113338993752","0.6018113338993752","0.6018113338993752","0.6954255555312602","0.6954255555312602","0.6954255555312602","0.06328938737438805","0.06328938737438805","0.06328938737438805","0.45502073149283606","0.45502073149283606","0.45502073149283606","0.495316483370681","0.495316483370681","0.495316483370681","0.7769352503174871","0.7769352503174871","0.7769352503174871"
"9","-0.01034066155492952","-0.01034066155492952","-0.01034066155492952","0.45819261441665127","0.45819261441665127","0.45819261441665127","0.19733016734192632","0.19733016734192632","0.19733016734192632","0.6379810617919676","0.6379810617919676","0.6379810617919676","0.01606028640290269","0.01606028640290269","0.01606028640290269","-0.09247348567144087","-0.09247348567144087","-0.09247348567144087","0.5321413334267013","0.5321413334267013","0.5321413334267013","0.6269930240101688","0.6269930240101688","0.6269930240101688"
