"Step","train-PAES_features_model_8_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_8_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_8_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_7_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_7_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_7_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_2_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_2_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_2_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_6_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_6_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_6_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_4_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_4_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_4_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_5_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_5_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_5_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_3_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_3_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_3_seed32_dev30_lambda0.5_random - QWK[Low]__MAX","train-PAES_features_model_1_seed32_dev30_lambda0.5_random - QWK[Low]","train-PAES_features_model_1_seed32_dev30_lambda0.5_random - QWK[Low]__MIN","train-PAES_features_model_1_seed32_dev30_lambda0.5_random - QWK[Low]__MAX"
"0","0.6776250889686053","0.6776250889686053","0.6776250889686053","0.7361095364924731","0.7361095364924731","0.7361095364924731","0.6090872264981216","0.6090872264981216","0.6090872264981216","0.63002459493457","0.63002459493457","0.63002459493457","0.6365333830216271","0.6365333830216271","0.6365333830216271","0.7156364059818077","0.7156364059818077","0.7156364059818077","0.6137171400211329","0.6137171400211329","0.6137171400211329","0.7279317732278865","0.7279317732278865","0.7279317732278865"
"1","0.6721407299884279","0.6721407299884279","0.6721407299884279","0.7493822739327719","0.7493822739327719","0.7493822739327719","0.6256855084411628","0.6256855084411628","0.6256855084411628","0.5627951350345912","0.5627951350345912","0.5627951350345912","0.5560863504586765","0.5560863504586765","0.5560863504586765","0.727672743594556","0.727672743594556","0.727672743594556","0.6388020299203107","0.6388020299203107","0.6388020299203107","0.7466385664102633","0.7466385664102633","0.7466385664102633"
"2","0.649829388519542","0.649829388519542","0.649829388519542","0.7272224922504997","0.7272224922504997","0.7272224922504997","0.5723773384811678","0.5723773384811678","0.5723773384811678","0.511093635086033","0.511093635086033","0.511093635086033","0.5590465238440023","0.5590465238440023","0.5590465238440023","0.6614675099629816","0.6614675099629816","0.6614675099629816","0.5145044184291434","0.5145044184291434","0.5145044184291434","0.6580174000786931","0.6580174000786931","0.6580174000786931"
"3","0.6629848563904475","0.6629848563904475","0.6629848563904475","0.6955100113507378","0.6955100113507378","0.6955100113507378","0.5533119527495368","0.5533119527495368","0.5533119527495368","0.4841896111268805","0.4841896111268805","0.4841896111268805","0.49961197691395565","0.49961197691395565","0.49961197691395565","0.6728361813916883","0.6728361813916883","0.6728361813916883","0.29055995514752253","0.29055995514752253","0.29055995514752253","0.5446162642846994","0.5446162642846994","0.5446162642846994"
"4","0.6486125764084836","0.6486125764084836","0.6486125764084836","0.6421706377175077","0.6421706377175077","0.6421706377175077","0.5341495351577845","0.5341495351577845","0.5341495351577845","0.47045624532535524","0.47045624532535524","0.47045624532535524","0.5196898732411099","0.5196898732411099","0.5196898732411099","0.5770987282817279","0.5770987282817279","0.5770987282817279","0.28341724980259253","0.28341724980259253","0.28341724980259253","0.602153942499241","0.602153942499241","0.602153942499241"
"5","0.5961365310994529","0.5961365310994529","0.5961365310994529","0.5343423156959282","0.5343423156959282","0.5343423156959282","0.5066704442831087","0.5066704442831087","0.5066704442831087","0.40029115865547094","0.40029115865547094","0.40029115865547094","0.46119722656653706","0.46119722656653706","0.46119722656653706","0.5631637018336016","0.5631637018336016","0.5631637018336016","0.2265188983780254","0.2265188983780254","0.2265188983780254","0.49005410586163667","0.49005410586163667","0.49005410586163667"
"6","0.5012876985513637","0.5012876985513637","0.5012876985513637","0.33750926177353924","0.33750926177353924","0.33750926177353924","0.5782824609886342","0.5782824609886342","0.5782824609886342","0.44068829120526065","0.44068829120526065","0.44068829120526065","0.5151572228205353","0.5151572228205353","0.5151572228205353","0.5477907902180656","0.5477907902180656","0.5477907902180656","0.15196268000558089","0.15196268000558089","0.15196268000558089","0.394598397314319","0.394598397314319","0.394598397314319"
"7","0.3019783385782353","0.3019783385782353","0.3019783385782353","0.33019669545524855","0.33019669545524855","0.33019669545524855","0.4974320973161749","0.4974320973161749","0.4974320973161749","0.297838527949146","0.297838527949146","0.297838527949146","0.5028832091371265","0.5028832091371265","0.5028832091371265","0.5449407321732214","0.5449407321732214","0.5449407321732214","0.021860738258396406","0.021860738258396406","0.021860738258396406","0.2581060301052124","0.2581060301052124","0.2581060301052124"
"8","0.3016017160090253","0.3016017160090253","0.3016017160090253","0.30470360110537476","0.30470360110537476","0.30470360110537476","0.4084266666666666","0.4084266666666666","0.4084266666666666","0.2069935654841314","0.2069935654841314","0.2069935654841314","0.5008955019055582","0.5008955019055582","0.5008955019055582","0.5199922363926404","0.5199922363926404","0.5199922363926404","0.0019766902218036897","0.0019766902218036897","0.0019766902218036897","0.2120091298326462","0.2120091298326462","0.2120091298326462"
"9","0.18949129927033914","0.18949129927033914","0.18949129927033914","0.28986914039248735","0.28986914039248735","0.28986914039248735","0.42745911904676714","0.42745911904676714","0.42745911904676714","0.17589490309210587","0.17589490309210587","0.17589490309210587","0.5049603828215754","0.5049603828215754","0.5049603828215754","0.34067738855751784","0.34067738855751784","0.34067738855751784","0.0031694198029557086","0.0031694198029557086","0.0031694198029557086","0.3038194144859484","0.3038194144859484","0.3038194144859484"
