"Step","train-PAES_features_model_8_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_8_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_8_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_7_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_7_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_7_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_6_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_6_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_6_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_5_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_5_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_5_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_4_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_4_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_4_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_3_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_3_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_3_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_2_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_2_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_2_seed12_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_1_seed12_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_1_seed12_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_1_seed12_dev30_lambda0.5_random - QWK[High]__MAX"
"0","0.6834520954453852","0.6834520954453852","0.6834520954453852","0.7359514876731055","0.7359514876731055","0.7359514876731055","0.6225079499963486","0.6225079499963486","0.6225079499963486","0.7309819732266092","0.7309819732266092","0.7309819732266092","0.6346891518834878","0.6346891518834878","0.6346891518834878","0.6355046397901849","0.6355046397901849","0.6355046397901849","0.5799659321828234","0.5799659321828234","0.5799659321828234","0.750862300527839","0.750862300527839","0.750862300527839"
"1","0.6317851974377461","0.6317851974377461","0.6317851974377461","0.7222424601392959","0.7222424601392959","0.7222424601392959","0.5905030367846257","0.5905030367846257","0.5905030367846257","0.7096207978550164","0.7096207978550164","0.7096207978550164","0.6336473255151351","0.6336473255151351","0.6336473255151351","0.5894421053541632","0.5894421053541632","0.5894421053541632","0.6031837646919245","0.6031837646919245","0.6031837646919245","0.7093333235437542","0.7093333235437542","0.7093333235437542"
"2","0.5796355058591665","0.5796355058591665","0.5796355058591665","0.7582677606166066","0.7582677606166066","0.7582677606166066","0.5206236834454583","0.5206236834454583","0.5206236834454583","0.6911750746810352","0.6911750746810352","0.6911750746810352","0.6417460280391334","0.6417460280391334","0.6417460280391334","0.5023365066557917","0.5023365066557917","0.5023365066557917","0.629738013721802","0.629738013721802","0.629738013721802","0.6736193872819567","0.6736193872819567","0.6736193872819567"
"3","0.6484386147411052","0.6484386147411052","0.6484386147411052","0.7474479008416681","0.7474479008416681","0.7474479008416681","0.465389079512186","0.465389079512186","0.465389079512186","0.6765304860123629","0.6765304860123629","0.6765304860123629","0.6535480395757416","0.6535480395757416","0.6535480395757416","0.35332356033346657","0.35332356033346657","0.35332356033346657","0.568009406494218","0.568009406494218","0.568009406494218","0.6618148530512662","0.6618148530512662","0.6618148530512662"
"4","0.6908017219141287","0.6908017219141287","0.6908017219141287","0.677493260609549","0.677493260609549","0.677493260609549","0.4494767162585338","0.4494767162585338","0.4494767162585338","0.6415554062151363","0.6415554062151363","0.6415554062151363","0.6609038297080134","0.6609038297080134","0.6609038297080134","0.32348489090869925","0.32348489090869925","0.32348489090869925","0.5198925768270654","0.5198925768270654","0.5198925768270654","0.6009992936020856","0.6009992936020856","0.6009992936020856"
"5","0.6718137925299287","0.6718137925299287","0.6718137925299287","0.6345115837692148","0.6345115837692148","0.6345115837692148","0.44072313833307764","0.44072313833307764","0.44072313833307764","0.6367030508047993","0.6367030508047993","0.6367030508047993","0.6549039902631444","0.6549039902631444","0.6549039902631444","0.1362097550992052","0.1362097550992052","0.1362097550992052","0.5244563048842383","0.5244563048842383","0.5244563048842383","0.5555253343413901","0.5555253343413901","0.5555253343413901"
"6","0.6422783506389298","0.6422783506389298","0.6422783506389298","0.6081989821737213","0.6081989821737213","0.6081989821737213","0.4332541097246979","0.4332541097246979","0.4332541097246979","0.6139981902505295","0.6139981902505295","0.6139981902505295","0.6583675658361126","0.6583675658361126","0.6583675658361126","0.03297986997183877","0.03297986997183877","0.03297986997183877","0.5818791918248328","0.5818791918248328","0.5818791918248328","0.40018873525313037","0.40018873525313037","0.40018873525313037"
"7","0.5992317937798081","0.5992317937798081","0.5992317937798081","0.6090106935324924","0.6090106935324924","0.6090106935324924","0.4015417906410603","0.4015417906410603","0.4015417906410603","0.6086151017677379","0.6086151017677379","0.6086151017677379","0.6483619484395938","0.6483619484395938","0.6483619484395938","0.009068122836061843","0.009068122836061843","0.009068122836061843","0.5477795007557111","0.5477795007557111","0.5477795007557111","0.39843260245247747","0.39843260245247747","0.39843260245247747"
"8","0.5144641639700893","0.5144641639700893","0.5144641639700893","0.5341140890934886","0.5341140890934886","0.5341140890934886","0.3807756432993541","0.3807756432993541","0.3807756432993541","0.5959824702546741","0.5959824702546741","0.5959824702546741","0.6797755882794623","0.6797755882794623","0.6797755882794623","0.030483925820713464","0.030483925820713464","0.030483925820713464","0.5390246561477512","0.5390246561477512","0.5390246561477512","0.3266784328951413","0.3266784328951413","0.3266784328951413"
"9","0.39682573688190703","0.39682573688190703","0.39682573688190703","0.49535191288216773","0.49535191288216773","0.49535191288216773","0.35780507765317937","0.35780507765317937","0.35780507765317937","0.5800002712835783","0.5800002712835783","0.5800002712835783","0.6856454251458377","0.6856454251458377","0.6856454251458377","0.007512248230811092","0.007512248230811092","0.007512248230811092","0.511810328659216","0.511810328659216","0.511810328659216","0.315640292587283","0.315640292587283","0.315640292587283"
