"Step","train-MLP_features_model_8_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_8_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_8_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_7_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_7_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_7_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_6_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_6_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_6_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_5_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_5_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_5_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_4_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_4_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_4_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_3_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_3_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_3_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_2_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_2_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_2_seed42_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_features_model_1_seed42_dev30_lambda0.0_random - QWK[Low]","train-MLP_features_model_1_seed42_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_features_model_1_seed42_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.418224476820099","0.418224476820099","0.418224476820099","0.6578047516625946","0.6578047516625946","0.6578047516625946","0.5725298429291709","0.5725298429291709","0.5725298429291709","0.704586299818158","0.704586299818158","0.704586299818158","0.5770230136142316","0.5770230136142316","0.5770230136142316","0.5732782701092136","0.5732782701092136","0.5732782701092136","0.6505952972670176","0.6505952972670176","0.6505952972670176","0.7924894855583099","0.7924894855583099","0.7924894855583099"
"1","0.378734193160741","0.378734193160741","0.378734193160741","0.6732941524179599","0.6732941524179599","0.6732941524179599","0.5695996490130439","0.5695996490130439","0.5695996490130439","0.7171253695713884","0.7171253695713884","0.7171253695713884","0.5864136830606907","0.5864136830606907","0.5864136830606907","0.5839999143349717","0.5839999143349717","0.5839999143349717","0.6439547650752209","0.6439547650752209","0.6439547650752209","0.7672035524426424","0.7672035524426424","0.7672035524426424"
"2","0.3761864113487633","0.3761864113487633","0.3761864113487633","0.6754677680535348","0.6754677680535348","0.6754677680535348","0.5588755270002868","0.5588755270002868","0.5588755270002868","0.7233429284692772","0.7233429284692772","0.7233429284692772","0.5951933223232666","0.5951933223232666","0.5951933223232666","0.5914029386089462","0.5914029386089462","0.5914029386089462","0.624862207933113","0.624862207933113","0.624862207933113","0.7561519008125002","0.7561519008125002","0.7561519008125002"
"3","0.36097033093765374","0.36097033093765374","0.36097033093765374","0.6609612610403119","0.6609612610403119","0.6609612610403119","0.5618296123752295","0.5618296123752295","0.5618296123752295","0.7332966741637028","0.7332966741637028","0.7332966741637028","0.61563765864054","0.61563765864054","0.61563765864054","0.5876960143743875","0.5876960143743875","0.5876960143743875","0.6106474164556362","0.6106474164556362","0.6106474164556362","0.7682288569306364","0.7682288569306364","0.7682288569306364"
"4","0.3412475814454228","0.3412475814454228","0.3412475814454228","0.6617682186603353","0.6617682186603353","0.6617682186603353","0.5761372347223455","0.5761372347223455","0.5761372347223455","0.742192978031842","0.742192978031842","0.742192978031842","0.6288346831792397","0.6288346831792397","0.6288346831792397","0.603992184508439","0.603992184508439","0.603992184508439","0.5860667249717886","0.5860667249717886","0.5860667249717886","0.7760015323308048","0.7760015323308048","0.7760015323308048"
"5","0.3392572744913779","0.3392572744913779","0.3392572744913779","0.6802856900449772","0.6802856900449772","0.6802856900449772","0.5864291199508525","0.5864291199508525","0.5864291199508525","0.7336974076826556","0.7336974076826556","0.7336974076826556","0.6470462310560414","0.6470462310560414","0.6470462310560414","0.6162534461541396","0.6162534461541396","0.6162534461541396","0.5425109478502192","0.5425109478502192","0.5425109478502192","0.7742782916696945","0.7742782916696945","0.7742782916696945"
"6","0.3507051378442875","0.3507051378442875","0.3507051378442875","0.7156736849198883","0.7156736849198883","0.7156736849198883","0.6120463848681952","0.6120463848681952","0.6120463848681952","0.7255778820403838","0.7255778820403838","0.7255778820403838","0.6461007679841391","0.6461007679841391","0.6461007679841391","0.6140245504711137","0.6140245504711137","0.6140245504711137","0.5096585054481395","0.5096585054481395","0.5096585054481395","0.7556898470541248","0.7556898470541248","0.7556898470541248"
"7","0.35492732948106864","0.35492732948106864","0.35492732948106864","0.7012842236655319","0.7012842236655319","0.7012842236655319","0.2714031171618241","0.2714031171618241","0.2714031171618241","0.7165897962014018","0.7165897962014018","0.7165897962014018","0.6064342340995759","0.6064342340995759","0.6064342340995759","0.6078902741283241","0.6078902741283241","0.6078902741283241","0.4878411256287297","0.4878411256287297","0.4878411256287297","0.756776324669358","0.756776324669358","0.756776324669358"
"8","0.41304659239959607","0.41304659239959607","0.41304659239959607","0.6584297412422802","0.6584297412422802","0.6584297412422802","0.03307640272417556","0.03307640272417556","0.03307640272417556","0.6847491618246129","0.6847491618246129","0.6847491618246129","0.4716395339619658","0.4716395339619658","0.4716395339619658","0.58140444166406","0.58140444166406","0.58140444166406","0.4563410549904028","0.4563410549904028","0.4563410549904028","0.7742359607487235","0.7742359607487235","0.7742359607487235"
"9","0.33432679591588754","0.33432679591588754","0.33432679591588754","0.06031526838292356","0.06031526838292356","0.06031526838292356","-0.05102222969794634","-0.05102222969794634","-0.05102222969794634","0.5858222083918215","0.5858222083918215","0.5858222083918215","0.2642030077794587","0.2642030077794587","0.2642030077794587","0.5352279582866502","0.5352279582866502","0.5352279582866502","0.44892091090173636","0.44892091090173636","0.44892091090173636","0.7964042823994795","0.7964042823994795","0.7964042823994795"
