"Step","train-MLP_mlp_8_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_8_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_8_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_7_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_7_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_7_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_6_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_6_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_6_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_5_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_5_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_5_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_4_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_4_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_4_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_3_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_3_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_3_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_2_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_2_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_2_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-MLP_mlp_1_seed32_dev30_lambda0.0_random - QWK[Low]","train-MLP_mlp_1_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-MLP_mlp_1_seed32_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.38398596720027267","0.38398596720027267","0.38398596720027267","0.7219231060893304","0.7219231060893304","0.7219231060893304","0.5761366684768741","0.5761366684768741","0.5761366684768741","0.7560089676472505","0.7560089676472505","0.7560089676472505","0.6397585534764496","0.6397585534764496","0.6397585534764496","0.5947747096312858","0.5947747096312858","0.5947747096312858","0.34960192208036933","0.34960192208036933","0.34960192208036933","0.4122568512590127","0.4122568512590127","0.4122568512590127"
"1","0.6145249678474829","0.6145249678474829","0.6145249678474829","0.5889737053162236","0.5889737053162236","0.5889737053162236","0.5507155401113477","0.5507155401113477","0.5507155401113477","0.6776733148901959","0.6776733148901959","0.6776733148901959","0.6063081495848128","0.6063081495848128","0.6063081495848128","0.5527279621830572","0.5527279621830572","0.5527279621830572","0.31124838808322264","0.31124838808322264","0.31124838808322264","0.6034687860496291","0.6034687860496291","0.6034687860496291"
"2","0.5846949724714099","0.5846949724714099","0.5846949724714099","0.6856348379531672","0.6856348379531672","0.6856348379531672","0.5251169978248291","0.5251169978248291","0.5251169978248291","0.664408650854786","0.664408650854786","0.664408650854786","0.5866400382737401","0.5866400382737401","0.5866400382737401","0.5272606229915167","0.5272606229915167","0.5272606229915167","0.19493521185177987","0.19493521185177987","0.19493521185177987","0.5997005298246252","0.5997005298246252","0.5997005298246252"
"3","0.4204193426460543","0.4204193426460543","0.4204193426460543","0.7048567298972237","0.7048567298972237","0.7048567298972237","0.5497259371356991","0.5497259371356991","0.5497259371356991","0.5141112292445227","0.5141112292445227","0.5141112292445227","0.6333273499907287","0.6333273499907287","0.6333273499907287","0.5198891282336875","0.5198891282336875","0.5198891282336875","0.17008896722014655","0.17008896722014655","0.17008896722014655","0.46912483119063597","0.46912483119063597","0.46912483119063597"
"4","0.269068769273786","0.269068769273786","0.269068769273786","0.719325292940458","0.719325292940458","0.719325292940458","0.5643954312721544","0.5643954312721544","0.5643954312721544","0.4320676007944715","0.4320676007944715","0.4320676007944715","0.5600317600881916","0.5600317600881916","0.5600317600881916","0.5097961303475094","0.5097961303475094","0.5097961303475094","0.11700983507472962","0.11700983507472962","0.11700983507472962","0.41108791604252204","0.41108791604252204","0.41108791604252204"
"5","0.3098935876738108","0.3098935876738108","0.3098935876738108","0.4884071231366094","0.4884071231366094","0.4884071231366094","0.5948686454243135","0.5948686454243135","0.5948686454243135","0.33048059107324446","0.33048059107324446","0.33048059107324446","0.5197091128339599","0.5197091128339599","0.5197091128339599","0.5051763647745872","0.5051763647745872","0.5051763647745872","0.08462682872680027","0.08462682872680027","0.08462682872680027","0.5202037065297481","0.5202037065297481","0.5202037065297481"
"6","0.18912664066238027","0.18912664066238027","0.18912664066238027","0.5997950829339038","0.5997950829339038","0.5997950829339038","0.6238605716119556","0.6238605716119556","0.6238605716119556","0.25956526725826123","0.25956526725826123","0.25956526725826123","0.2133683737928629","0.2133683737928629","0.2133683737928629","0.269737244995902","0.269737244995902","0.269737244995902","0.06145515996972162","0.06145515996972162","0.06145515996972162","0.3393860978143164","0.3393860978143164","0.3393860978143164"
"7","0.08057067865728573","0.08057067865728573","0.08057067865728573","0.6067739629128193","0.6067739629128193","0.6067739629128193","0.6049184500616764","0.6049184500616764","0.6049184500616764","0.06755821722378674","0.06755821722378674","0.06755821722378674","-0.033848614562491","-0.033848614562491","-0.033848614562491","0.2201797281272765","0.2201797281272765","0.2201797281272765","0.04368227107518485","0.04368227107518485","0.04368227107518485","0.25384139463832","0.25384139463832","0.25384139463832"
"8","0.016522264845741597","0.016522264845741597","0.016522264845741597","0.470683209311337","0.470683209311337","0.470683209311337","0.623469701823481","0.623469701823481","0.623469701823481","-0.12880537231076916","-0.12880537231076916","-0.12880537231076916","-0.3468114291404869","-0.3468114291404869","-0.3468114291404869","0.21689868788245403","0.21689868788245403","0.21689868788245403","0.03779887659943204","0.03779887659943204","0.03779887659943204","0.18406181852932169","0.18406181852932169","0.18406181852932169"
"9","0.009046568699005775","0.009046568699005775","0.009046568699005775","0.3613534168059773","0.3613534168059773","0.3613534168059773","0.5198342466824459","0.5198342466824459","0.5198342466824459","-0.5673783332132265","-0.5673783332132265","-0.5673783332132265","-0.37651294374950584","-0.37651294374950584","-0.37651294374950584","0.037410383314868234","0.037410383314868234","0.037410383314868234","0.013337809587119165","0.013337809587119165","0.013337809587119165","-0.29025251221645987","-0.29025251221645987","-0.29025251221645987"
