"Step","train-MLP_features_model_8_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_8_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_8_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_7_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_7_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_7_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_6_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_6_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_6_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_5_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_5_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_5_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_4_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_4_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_4_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_3_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_3_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_3_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_2_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_2_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_2_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-MLP_features_model_1_seed22_dev30_lambda0.5_random - QWK[High]","train-MLP_features_model_1_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-MLP_features_model_1_seed22_dev30_lambda0.5_random - QWK[High]__MAX"
"0","0.4239307052708293","0.4239307052708293","0.4239307052708293","0.6566864118056828","0.6566864118056828","0.6566864118056828","0.5637556348423568","0.5637556348423568","0.5637556348423568","0.7118357927407888","0.7118357927407888","0.7118357927407888","0.5752955507229105","0.5752955507229105","0.5752955507229105","0.5787784867821331","0.5787784867821331","0.5787784867821331","0.6485578094012039","0.6485578094012039","0.6485578094012039","0.7874299592695182","0.7874299592695182","0.7874299592695182"
"1","0.46191782824574024","0.46191782824574024","0.46191782824574024","0.6812320659326434","0.6812320659326434","0.6812320659326434","0.5709451923816928","0.5709451923816928","0.5709451923816928","0.7294753864767971","0.7294753864767971","0.7294753864767971","0.5805640599551863","0.5805640599551863","0.5805640599551863","0.5438755475003776","0.5438755475003776","0.5438755475003776","0.6448566311904615","0.6448566311904615","0.6448566311904615","0.7778925768573118","0.7778925768573118","0.7778925768573118"
"2","0.492434280371283","0.492434280371283","0.492434280371283","0.697453547617696","0.697453547617696","0.697453547617696","0.5631805168453583","0.5631805168453583","0.5631805168453583","0.7443098956524845","0.7443098956524845","0.7443098956524845","0.5839854609212803","0.5839854609212803","0.5839854609212803","0.518476429327168","0.518476429327168","0.518476429327168","0.6203428937670245","0.6203428937670245","0.6203428937670245","0.7328340334524812","0.7328340334524812","0.7328340334524812"
"3","0.5560781214096511","0.5560781214096511","0.5560781214096511","0.6621588481054395","0.6621588481054395","0.6621588481054395","0.5751013522020497","0.5751013522020497","0.5751013522020497","0.7566497243038952","0.7566497243038952","0.7566497243038952","0.5935870216518174","0.5935870216518174","0.5935870216518174","0.4922884870937865","0.4922884870937865","0.4922884870937865","0.6041272368149524","0.6041272368149524","0.6041272368149524","0.6787672257183384","0.6787672257183384","0.6787672257183384"
"4","0.5890246431805359","0.5890246431805359","0.5890246431805359","0.6197914552779391","0.6197914552779391","0.6197914552779391","0.5751289461875835","0.5751289461875835","0.5751289461875835","0.7575132442239287","0.7575132442239287","0.7575132442239287","0.6013463397860981","0.6013463397860981","0.6013463397860981","0.46825200231194786","0.46825200231194786","0.46825200231194786","0.5804134127484747","0.5804134127484747","0.5804134127484747","0.6040132709636381","0.6040132709636381","0.6040132709636381"
"5","0.5872089631094002","0.5872089631094002","0.5872089631094002","0.5883358874488299","0.5883358874488299","0.5883358874488299","0.5882531245814506","0.5882531245814506","0.5882531245814506","0.7588298833551859","0.7588298833551859","0.7588298833551859","0.6164397354083043","0.6164397354083043","0.6164397354083043","0.4312828334180647","0.4312828334180647","0.4312828334180647","0.5544433292362851","0.5544433292362851","0.5544433292362851","0.607864820669261","0.607864820669261","0.607864820669261"
"6","0.5990168951116295","0.5990168951116295","0.5990168951116295","0.5404275327615482","0.5404275327615482","0.5404275327615482","0.6026479410649228","0.6026479410649228","0.6026479410649228","0.7564490943365698","0.7564490943365698","0.7564490943365698","0.608357229935065","0.608357229935065","0.608357229935065","0.37594799566630555","0.37594799566630555","0.37594799566630555","0.473644065751044","0.473644065751044","0.473644065751044","0.5776625276840701","0.5776625276840701","0.5776625276840701"
"7","0.5462656962621477","0.5462656962621477","0.5462656962621477","0.4609347590675267","0.4609347590675267","0.4609347590675267","0.5839154877808457","0.5839154877808457","0.5839154877808457","0.6931117693412481","0.6931117693412481","0.6931117693412481","0.590353041684833","0.590353041684833","0.590353041684833","0.34426800087013276","0.34426800087013276","0.34426800087013276","0.4033927897534294","0.4033927897534294","0.4033927897534294","0.520847383156561","0.520847383156561","0.520847383156561"
"8","0.5186867783733102","0.5186867783733102","0.5186867783733102","0.38338475016745877","0.38338475016745877","0.38338475016745877","0.4299045448801392","0.4299045448801392","0.4299045448801392","0.26015776499876553","0.26015776499876553","0.26015776499876553","0.5393369758652442","0.5393369758652442","0.5393369758652442","0.32520891364902504","0.32520891364902504","0.32520891364902504","0.3344308166246651","0.3344308166246651","0.3344308166246651","0.46595543898410685","0.46595543898410685","0.46595543898410685"
"9","0.5479044408684789","0.5479044408684789","0.5479044408684789","0.3206502682874175","0.3206502682874175","0.3206502682874175","0.0017803773203851625","0.0017803773203851625","0.0017803773203851625","-0.009014052970563569","-0.009014052970563569","-0.009014052970563569","0.3170032167665212","0.3170032167665212","0.3170032167665212","0.22129220351735168","0.22129220351735168","0.22129220351735168","0.23371328118588652","0.23371328118588652","0.23371328118588652","0.3952569513298331","0.3952569513298331","0.3952569513298331"
