"Step","train-PAES_features_model_8_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_8_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_8_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_7_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_7_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_7_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_6_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_6_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_6_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_5_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_5_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_5_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_4_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_4_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_4_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_3_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_3_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_3_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_2_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_2_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_2_seed22_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_1_seed22_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_1_seed22_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_1_seed22_dev30_lambda0.5_random - QWK[High]__MAX"
"0","0.6579102966797139","0.6579102966797139","0.6579102966797139","0.7543396327533092","0.7543396327533092","0.7543396327533092","0.6163115972785873","0.6163115972785873","0.6163115972785873","0.7156497612680802","0.7156497612680802","0.7156497612680802","0.6479553409874331","0.6479553409874331","0.6479553409874331","0.6511790800840532","0.6511790800840532","0.6511790800840532","0.6422559258343239","0.6422559258343239","0.6422559258343239","0.773107282834965","0.773107282834965","0.773107282834965"
"1","0.6642514793453429","0.6642514793453429","0.6642514793453429","0.7414083413510493","0.7414083413510493","0.7414083413510493","0.5706801203065878","0.5706801203065878","0.5706801203065878","0.7148084966679562","0.7148084966679562","0.7148084966679562","0.6493449286040556","0.6493449286040556","0.6493449286040556","0.633321012130784","0.633321012130784","0.633321012130784","0.6151996816140219","0.6151996816140219","0.6151996816140219","0.714990910324877","0.714990910324877","0.714990910324877"
"2","0.6502693587159598","0.6502693587159598","0.6502693587159598","0.7240937213793246","0.7240937213793246","0.7240937213793246","0.6284118860588749","0.6284118860588749","0.6284118860588749","0.7366248700741027","0.7366248700741027","0.7366248700741027","0.6330399851497055","0.6330399851497055","0.6330399851497055","0.6109688215005293","0.6109688215005293","0.6109688215005293","0.6529755956149919","0.6529755956149919","0.6529755956149919","0.6977140968818057","0.6977140968818057","0.6977140968818057"
"3","0.6741906002114728","0.6741906002114728","0.6741906002114728","0.6969241124118282","0.6969241124118282","0.6969241124118282","0.6739095721940008","0.6739095721940008","0.6739095721940008","0.7573704434051078","0.7573704434051078","0.7573704434051078","0.6206762544375752","0.6206762544375752","0.6206762544375752","0.5722454926242944","0.5722454926242944","0.5722454926242944","0.6319412574575494","0.6319412574575494","0.6319412574575494","0.6676106615218169","0.6676106615218169","0.6676106615218169"
"4","0.6347634147191616","0.6347634147191616","0.6347634147191616","0.6691775711474804","0.6691775711474804","0.6691775711474804","0.6521506767389285","0.6521506767389285","0.6521506767389285","0.7561484339890672","0.7561484339890672","0.7561484339890672","0.6547804356672602","0.6547804356672602","0.6547804356672602","0.5647411085956329","0.5647411085956329","0.5647411085956329","0.5907446023317641","0.5907446023317641","0.5907446023317641","0.611101157695767","0.611101157695767","0.611101157695767"
"5","0.6298622014660312","0.6298622014660312","0.6298622014660312","0.6631001907637144","0.6631001907637144","0.6631001907637144","0.653646849311296","0.653646849311296","0.653646849311296","0.7363317807526678","0.7363317807526678","0.7363317807526678","0.6821076130472513","0.6821076130472513","0.6821076130472513","0.4657883902840675","0.4657883902840675","0.4657883902840675","0.6025880336656946","0.6025880336656946","0.6025880336656946","0.5992296934435994","0.5992296934435994","0.5992296934435994"
"6","0.6190079342437356","0.6190079342437356","0.6190079342437356","0.6385492577211078","0.6385492577211078","0.6385492577211078","0.6392313486085784","0.6392313486085784","0.6392313486085784","0.7533672669418627","0.7533672669418627","0.7533672669418627","0.661322193895834","0.661322193895834","0.661322193895834","0.5199143796345845","0.5199143796345845","0.5199143796345845","0.6500737575047503","0.6500737575047503","0.6500737575047503","0.5197179453534795","0.5197179453534795","0.5197179453534795"
"7","0.5179924563091283","0.5179924563091283","0.5179924563091283","0.6167086691470733","0.6167086691470733","0.6167086691470733","0.6605504760216026","0.6605504760216026","0.6605504760216026","0.7201165163698522","0.7201165163698522","0.7201165163698522","0.6846573480234726","0.6846573480234726","0.6846573480234726","0.4574142916150351","0.4574142916150351","0.4574142916150351","0.5019898011402975","0.5019898011402975","0.5019898011402975","0.45074496406759834","0.45074496406759834","0.45074496406759834"
"8","0.45600962880916784","0.45600962880916784","0.45600962880916784","0.5281392071189182","0.5281392071189182","0.5281392071189182","0.6437765392781316","0.6437765392781316","0.6437765392781316","0.4042195498358213","0.4042195498358213","0.4042195498358213","0.6952957878775866","0.6952957878775866","0.6952957878775866","0.4780552682133885","0.4780552682133885","0.4780552682133885","0.3936161403611318","0.3936161403611318","0.3936161403611318","0.43171431132893057","0.43171431132893057","0.43171431132893057"
"9","0.562466916455349","0.562466916455349","0.562466916455349","0.43943619041628235","0.43943619041628235","0.43943619041628235","0.18184127339085154","0.18184127339085154","0.18184127339085154","0.001624297108248296","0.001624297108248296","0.001624297108248296","0.6849716980945606","0.6849716980945606","0.6849716980945606","0.5002202319776832","0.5002202319776832","0.5002202319776832","0.28203553576390916","0.28203553576390916","0.28203553576390916","0.42356458784088424","0.42356458784088424","0.42356458784088424"
