"Step","train-PAES_features_model_7_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_7_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_7_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_8_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_8_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_8_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_2_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_2_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_2_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_3_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_3_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_3_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_4_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_4_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_4_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_6_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_6_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_6_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_5_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_5_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_5_seed32_dev30_lambda0.0_random - QWK[High]__MAX","train-PAES_features_model_1_seed32_dev30_lambda0.0_random - QWK[High]","train-PAES_features_model_1_seed32_dev30_lambda0.0_random - QWK[High]__MIN","train-PAES_features_model_1_seed32_dev30_lambda0.0_random - QWK[High]__MAX"
"0","0.7484415760647705","0.7484415760647705","0.7484415760647705","0.6776250889686053","0.6776250889686053","0.6776250889686053","0.6090872264981216","0.6090872264981216","0.6090872264981216","0.6525159809867236","0.6525159809867236","0.6525159809867236","0.6365333830216271","0.6365333830216271","0.6365333830216271","0.5774954627949183","0.5774954627949183","0.5774954627949183","0.7448912844396767","0.7448912844396767","0.7448912844396767","0.7860668470734034","0.7860668470734034","0.7860668470734034"
"1","0.7264361068190868","0.7264361068190868","0.7264361068190868","0.6766679383167318","0.6766679383167318","0.6766679383167318","0.5737445460461841","0.5737445460461841","0.5737445460461841","0.6090632115922454","0.6090632115922454","0.6090632115922454","0.6193715821026193","0.6193715821026193","0.6193715821026193","0.5886238532110092","0.5886238532110092","0.5886238532110092","0.7328977342803813","0.7328977342803813","0.7328977342803813","0.7873241093621474","0.7873241093621474","0.7873241093621474"
"2","0.7045812856836025","0.7045812856836025","0.7045812856836025","0.6319590731139346","0.6319590731139346","0.6319590731139346","0.5728829532041275","0.5728829532041275","0.5728829532041275","0.6672556139129308","0.6672556139129308","0.6672556139129308","0.6392789623831382","0.6392789623831382","0.6392789623831382","0.5987714075237591","0.5987714075237591","0.5987714075237591","0.7470900171153525","0.7470900171153525","0.7470900171153525","0.67934741478532","0.67934741478532","0.67934741478532"
"3","0.7170294070474061","0.7170294070474061","0.7170294070474061","0.622779711182857","0.622779711182857","0.622779711182857","0.5973300654338902","0.5973300654338902","0.5973300654338902","0.6215171652881478","0.6215171652881478","0.6215171652881478","0.6346793005566216","0.6346793005566216","0.6346793005566216","0.6353785526006734","0.6353785526006734","0.6353785526006734","0.7386029729428021","0.7386029729428021","0.7386029729428021","0.6540269495645296","0.6540269495645296","0.6540269495645296"
"4","0.6895341234808705","0.6895341234808705","0.6895341234808705","0.6311908894829455","0.6311908894829455","0.6311908894829455","0.6106595965603799","0.6106595965603799","0.6106595965603799","0.644973615443148","0.644973615443148","0.644973615443148","0.6614464455367746","0.6614464455367746","0.6614464455367746","0.6163044514584786","0.6163044514584786","0.6163044514584786","0.7515650983657503","0.7515650983657503","0.7515650983657503","0.7089833681224614","0.7089833681224614","0.7089833681224614"
"5","0.7156060105487234","0.7156060105487234","0.7156060105487234","0.6014435242202447","0.6014435242202447","0.6014435242202447","0.5702014361201699","0.5702014361201699","0.5702014361201699","0.6456951057264524","0.6456951057264524","0.6456951057264524","0.6583937278738895","0.6583937278738895","0.6583937278738895","0.6698606133436387","0.6698606133436387","0.6698606133436387","0.7715813169133618","0.7715813169133618","0.7715813169133618","0.6279554967118495","0.6279554967118495","0.6279554967118495"
"6","0.6678564803906332","0.6678564803906332","0.6678564803906332","0.5777051483107521","0.5777051483107521","0.5777051483107521","0.601037208436825","0.601037208436825","0.601037208436825","0.6406992415160119","0.6406992415160119","0.6406992415160119","0.6704770308630426","0.6704770308630426","0.6704770308630426","0.6213158171413695","0.6213158171413695","0.6213158171413695","0.7543443096022395","0.7543443096022395","0.7543443096022395","0.5555385627690764","0.5555385627690764","0.5555385627690764"
"7","0.6025337206494326","0.6025337206494326","0.6025337206494326","0.5039284289276479","0.5039284289276479","0.5039284289276479","0.5685723632305115","0.5685723632305115","0.5685723632305115","0.6028546968015884","0.6028546968015884","0.6028546968015884","0.6861847107730888","0.6861847107730888","0.6861847107730888","0.6359298022566804","0.6359298022566804","0.6359298022566804","0.7445172849273991","0.7445172849273991","0.7445172849273991","0.6005773899152425","0.6005773899152425","0.6005773899152425"
"8","0.570940458510597","0.570940458510597","0.570940458510597","0.46697327743904915","0.46697327743904915","0.46697327743904915","0.4536236923279888","0.4536236923279888","0.4536236923279888","0.6017780746121968","0.6017780746121968","0.6017780746121968","0.6827622595918448","0.6827622595918448","0.6827622595918448","0.651534807364811","0.651534807364811","0.651534807364811","0.6950455594660693","0.6950455594660693","0.6950455594660693","0.5472774519363475","0.5472774519363475","0.5472774519363475"
"9","0.49035129867275984","0.49035129867275984","0.49035129867275984","0.18498650198704647","0.18498650198704647","0.18498650198704647","0.28721138855324746","0.28721138855324746","0.28721138855324746","0.5672498802760095","0.5672498802760095","0.5672498802760095","0.6012756797115982","0.6012756797115982","0.6012756797115982","0.2475973229464805","0.2475973229464805","0.2475973229464805","0.693503344034814","0.693503344034814","0.693503344034814","0.45947634663286285","0.45947634663286285","0.45947634663286285"
