"Step","train-MLP_mlp_8_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_8_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_8_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_7_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_7_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_7_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_6_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_6_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_6_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_5_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_5_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_5_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_4_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_4_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_4_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_3_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_3_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_3_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_2_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_2_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_2_seed12_dev30_lambda0.0_random - QWK[High]__MAX","train-MLP_mlp_1_seed12_dev30_lambda0.0_random - QWK[High]","train-MLP_mlp_1_seed12_dev30_lambda0.0_random - QWK[High]__MIN","train-MLP_mlp_1_seed12_dev30_lambda0.0_random - QWK[High]__MAX"
"0","0.5983386589021916","0.5983386589021916","0.5983386589021916","0.7385063987990943","0.7385063987990943","0.7385063987990943","0.557728189020674","0.557728189020674","0.557728189020674","0.729500693855881","0.729500693855881","0.729500693855881","0.6327256042570921","0.6327256042570921","0.6327256042570921","0.5251959686450168","0.5251959686450168","0.5251959686450168","0.30256212168315155","0.30256212168315155","0.30256212168315155","0.6185029336989862","0.6185029336989862","0.6185029336989862"
"1","0.49078147193071964","0.49078147193071964","0.49078147193071964","0.6275446741271895","0.6275446741271895","0.6275446741271895","0.5417613510485438","0.5417613510485438","0.5417613510485438","0.69560574144649","0.69560574144649","0.69560574144649","0.6011001617980924","0.6011001617980924","0.6011001617980924","0.5169616157387572","0.5169616157387572","0.5169616157387572","0.26251274085916976","0.26251274085916976","0.26251274085916976","0.43587656848455203","0.43587656848455203","0.43587656848455203"
"2","0.47108816545190546","0.47108816545190546","0.47108816545190546","0.6990900597386217","0.6990900597386217","0.6990900597386217","0.5519166142032507","0.5519166142032507","0.5519166142032507","0.7245873348377491","0.7245873348377491","0.7245873348377491","0.5614638475516047","0.5614638475516047","0.5614638475516047","0.5212204765548367","0.5212204765548367","0.5212204765548367","0.2111606363196007","0.2111606363196007","0.2111606363196007","0.4983044905417653","0.4983044905417653","0.4983044905417653"
"3","0.3865805599488161","0.3865805599488161","0.3865805599488161","0.7233256303421414","0.7233256303421414","0.7233256303421414","0.5061568264443068","0.5061568264443068","0.5061568264443068","0.7205071421992448","0.7205071421992448","0.7205071421992448","0.48005495111372487","0.48005495111372487","0.48005495111372487","0.5216508331591125","0.5216508331591125","0.5216508331591125","0.18804137804124665","0.18804137804124665","0.18804137804124665","0.3067404538696801","0.3067404538696801","0.3067404538696801"
"4","0.5102967597964787","0.5102967597964787","0.5102967597964787","0.7252885103678787","0.7252885103678787","0.7252885103678787","0.5151008902321735","0.5151008902321735","0.5151008902321735","0.5466445310005748","0.5466445310005748","0.5466445310005748","0.49842758054832437","0.49842758054832437","0.49842758054832437","0.518104720701428","0.518104720701428","0.518104720701428","0.13199117387058756","0.13199117387058756","0.13199117387058756","0.3728256885131881","0.3728256885131881","0.3728256885131881"
"5","0.4588642536043692","0.4588642536043692","0.4588642536043692","0.6843947884462755","0.6843947884462755","0.6843947884462755","0.44932906786142357","0.44932906786142357","0.44932906786142357","0.6461685900526286","0.6461685900526286","0.6461685900526286","0.23447487033006942","0.23447487033006942","0.23447487033006942","0.44823547278525844","0.44823547278525844","0.44823547278525844","0.14956806446881","0.14956806446881","0.14956806446881","0.1865422005332359","0.1865422005332359","0.1865422005332359"
"6","0.29883253309521385","0.29883253309521385","0.29883253309521385","0.6342396568470277","0.6342396568470277","0.6342396568470277","0.3791385473965707","0.3791385473965707","0.3791385473965707","0.571906076401743","0.571906076401743","0.571906076401743","-0.23890561614496675","-0.23890561614496675","-0.23890561614496675","0.3593613199963883","0.3593613199963883","0.3593613199963883","0.09045507931071484","0.09045507931071484","0.09045507931071484","0.06447336556746186","0.06447336556746186","0.06447336556746186"
"7","0.3550174861533162","0.3550174861533162","0.3550174861533162","0.6505868464305544","0.6505868464305544","0.6505868464305544","0.29944872640121645","0.29944872640121645","0.29944872640121645","0.44414052404878046","0.44414052404878046","0.44414052404878046","-0.37786972651531725","-0.37786972651531725","-0.37786972651531725","0.22220647420793438","0.22220647420793438","0.22220647420793438","0.052691191257659975","0.052691191257659975","0.052691191257659975","-0.06959274519923686","-0.06959274519923686","-0.06959274519923686"
"8","0.20333832929364248","0.20333832929364248","0.20333832929364248","0.557955088228561","0.557955088228561","0.557955088228561","0.309919541212349","0.309919541212349","0.309919541212349","0.47725339547322987","0.47725339547322987","0.47725339547322987","-0.4367561797003121","-0.4367561797003121","-0.4367561797003121","0.20823179785841373","0.20823179785841373","0.20823179785841373","0.020670892678960495","0.020670892678960495","0.020670892678960495","-0.2776132845903774","-0.2776132845903774","-0.2776132845903774"
"9","0.008752003790713614","0.008752003790713614","0.008752003790713614","0.3540906136950529","0.3540906136950529","0.3540906136950529","0.01583693743401826","0.01583693743401826","0.01583693743401826","-0.2009851146860948","-0.2009851146860948","-0.2009851146860948","-0.5817743189234401","-0.5817743189234401","-0.5817743189234401","0.16025518871228073","0.16025518871228073","0.16025518871228073","0","0","0","-0.30749249927805233","-0.30749249927805233","-0.30749249927805233"
