"Step","train-Transformer_mlp_8_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_8_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_8_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_7_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_7_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_7_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_6_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_6_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_6_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_5_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_5_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_5_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_4_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_4_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_4_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_3_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_3_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_3_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_2_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_2_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_2_seed32_dev30_lambda0.0_random - QWK[Low]__MAX","train-Transformer_mlp_1_seed32_dev30_lambda0.0_random - QWK[Low]","train-Transformer_mlp_1_seed32_dev30_lambda0.0_random - QWK[Low]__MIN","train-Transformer_mlp_1_seed32_dev30_lambda0.0_random - QWK[Low]__MAX"
"0","0.3605796975607938","0.3605796975607938","0.3605796975607938","0.7091355812145888","0.7091355812145888","0.7091355812145888","0.6054824662533845","0.6054824662533845","0.6054824662533845","0.6504859399829577","0.6504859399829577","0.6504859399829577","0.6036567582096004","0.6036567582096004","0.6036567582096004","0.5437984852832108","0.5437984852832108","0.5437984852832108","0.41179341604251973","0.41179341604251973","0.41179341604251973","0.6193519361198366","0.6193519361198366","0.6193519361198366"
"1","0.4145682517229269","0.4145682517229269","0.4145682517229269","0.5589654328459862","0.5589654328459862","0.5589654328459862","0.5738085424846526","0.5738085424846526","0.5738085424846526","0.6245494180962374","0.6245494180962374","0.6245494180962374","0.5978759321116076","0.5978759321116076","0.5978759321116076","0.5449243628791924","0.5449243628791924","0.5449243628791924","0.39889852030348616","0.39889852030348616","0.39889852030348616","0.5650345815684248","0.5650345815684248","0.5650345815684248"
"2","0.3729870198946992","0.3729870198946992","0.3729870198946992","0.5502672108308013","0.5502672108308013","0.5502672108308013","0.5700720434324877","0.5700720434324877","0.5700720434324877","0.47559503458528507","0.47559503458528507","0.47559503458528507","0.6180779972562462","0.6180779972562462","0.6180779972562462","0.5641166225891763","0.5641166225891763","0.5641166225891763","0.3358996718452395","0.3358996718452395","0.3358996718452395","0.6487528043658003","0.6487528043658003","0.6487528043658003"
"3","0.2744031035761487","0.2744031035761487","0.2744031035761487","0.5424678679741167","0.5424678679741167","0.5424678679741167","0.5136985846456301","0.5136985846456301","0.5136985846456301","0.6077547939234601","0.6077547939234601","0.6077547939234601","0.527105770574263","0.527105770574263","0.527105770574263","0.5129610097186947","0.5129610097186947","0.5129610097186947","0.3039164556014422","0.3039164556014422","0.3039164556014422","0.5223700068408881","0.5223700068408881","0.5223700068408881"
"4","0.22585762649415086","0.22585762649415086","0.22585762649415086","0.46763484608210826","0.46763484608210826","0.46763484608210826","0.5478910336285563","0.5478910336285563","0.5478910336285563","0.48762422965836494","0.48762422965836494","0.48762422965836494","0.5598989506919823","0.5598989506919823","0.5598989506919823","0.5134704190768744","0.5134704190768744","0.5134704190768744","0.22206808267246503","0.22206808267246503","0.22206808267246503","0.48520627203984057","0.48520627203984057","0.48520627203984057"
"5","0.18702420475674608","0.18702420475674608","0.18702420475674608","0.5575095581773347","0.5575095581773347","0.5575095581773347","0.5262815152479409","0.5262815152479409","0.5262815152479409","0.5359205444045012","0.5359205444045012","0.5359205444045012","0.557387670351491","0.557387670351491","0.557387670351491","0.4966934476395686","0.4966934476395686","0.4966934476395686","0.16283135262710768","0.16283135262710768","0.16283135262710768","0.3465570791132282","0.3465570791132282","0.3465570791132282"
"6","0.2439768039903658","0.2439768039903658","0.2439768039903658","0.3919969690277224","0.3919969690277224","0.3919969690277224","0.5826820365825995","0.5826820365825995","0.5826820365825995","0.44519231917214375","0.44519231917214375","0.44519231917214375","0.33095228051156134","0.33095228051156134","0.33095228051156134","0.4979240395661564","0.4979240395661564","0.4979240395661564","0.10945298638371881","0.10945298638371881","0.10945298638371881","0.34901784591053686","0.34901784591053686","0.34901784591053686"
"7","0.15095311811535128","0.15095311811535128","0.15095311811535128","0.4906754337078507","0.4906754337078507","0.4906754337078507","0.5552045658161064","0.5552045658161064","0.5552045658161064","0.31172887479804756","0.31172887479804756","0.31172887479804756","0.3177119499964386","0.3177119499964386","0.3177119499964386","0.40633074139340397","0.40633074139340397","0.40633074139340397","0.08776064789259119","0.08776064789259119","0.08776064789259119","0.41969723394607417","0.41969723394607417","0.41969723394607417"
"8","0.03150046863710165","0.03150046863710165","0.03150046863710165","0.5486207619068331","0.5486207619068331","0.5486207619068331","0.6126572550994045","0.6126572550994045","0.6126572550994045","0.21622691060127575","0.21622691060127575","0.21622691060127575","0","0","0","0.2534460983122767","0.2534460983122767","0.2534460983122767","0.034892559643944776","0.034892559643944776","0.034892559643944776","0.3689635261255638","0.3689635261255638","0.3689635261255638"
"9","0.014454303364387022","0.014454303364387022","0.014454303364387022","0.5179699155691992","0.5179699155691992","0.5179699155691992","0.5240591970855457","0.5240591970855457","0.5240591970855457","0.002688153604857857","0.002688153604857857","0.002688153604857857","0.04231281573289214","0.04231281573289214","0.04231281573289214","0","0","0","0.017249391215554577","0.017249391215554577","0.017249391215554577","0.20696634557327198","0.20696634557327198","0.20696634557327198"
