"Step","train-PAES_features_model_8_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_8_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_8_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_3_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_3_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_3_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_5_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_5_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_5_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_7_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_7_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_7_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_6_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_6_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_6_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_4_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_4_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_4_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_2_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_2_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_2_seed42_dev30_lambda0.5_random - QWK[High]__MAX","train-PAES_features_model_1_seed42_dev30_lambda0.5_random - QWK[High]","train-PAES_features_model_1_seed42_dev30_lambda0.5_random - QWK[High]__MIN","train-PAES_features_model_1_seed42_dev30_lambda0.5_random - QWK[High]__MAX"
"0","0.6777091977250858","0.6777091977250858","0.6777091977250858","0.6105188018779","0.6105188018779","0.6105188018779","0.6924874153399275","0.6924874153399275","0.6924874153399275","0.734455790418298","0.734455790418298","0.734455790418298","0.6276773315231083","0.6276773315231083","0.6276773315231083","0.6448817899566265","0.6448817899566265","0.6448817899566265","0.6563531994325705","0.6563531994325705","0.6563531994325705","0.7834089884204929","0.7834089884204929","0.7834089884204929"
"1","0.6076975761981195","0.6076975761981195","0.6076975761981195","0.5631439505445982","0.5631439505445982","0.5631439505445982","0.6739295041244154","0.6739295041244154","0.6739295041244154","0.7479868330592301","0.7479868330592301","0.7479868330592301","0.5408813147522491","0.5408813147522491","0.5408813147522491","0.5887843570613734","0.5887843570613734","0.5887843570613734","0.6241924954212479","0.6241924954212479","0.6241924954212479","0.7530602763298463","0.7530602763298463","0.7530602763298463"
"2","0.5984965893524351","0.5984965893524351","0.5984965893524351","0.5745547689639177","0.5745547689639177","0.5745547689639177","0.6916523203179366","0.6916523203179366","0.6916523203179366","0.7242615276564899","0.7242615276564899","0.7242615276564899","0.5105585187343916","0.5105585187343916","0.5105585187343916","0.5546498146633432","0.5546498146633432","0.5546498146633432","0.6407859899065482","0.6407859899065482","0.6407859899065482","0.6378982234229398","0.6378982234229398","0.6378982234229398"
"3","0.6517897827512207","0.6517897827512207","0.6517897827512207","0.5288150860634069","0.5288150860634069","0.5288150860634069","0.6933310297166551","0.6933310297166551","0.6933310297166551","0.725288390712123","0.725288390712123","0.725288390712123","0.5067935193998059","0.5067935193998059","0.5067935193998059","0.5450989203748586","0.5450989203748586","0.5450989203748586","0.5883696558184943","0.5883696558184943","0.5883696558184943","0.6523607930863071","0.6523607930863071","0.6523607930863071"
"4","0.6615517677623346","0.6615517677623346","0.6615517677623346","0.5337731699654413","0.5337731699654413","0.5337731699654413","0.6955440303365705","0.6955440303365705","0.6955440303365705","0.7072584016848312","0.7072584016848312","0.7072584016848312","0.38250440473621694","0.38250440473621694","0.38250440473621694","0.5553389668113582","0.5553389668113582","0.5553389668113582","0.5506924882406764","0.5506924882406764","0.5506924882406764","0.6917445514261824","0.6917445514261824","0.6917445514261824"
"5","0.6374872013314803","0.6374872013314803","0.6374872013314803","0.5337175031891963","0.5337175031891963","0.5337175031891963","0.7126396126528916","0.7126396126528916","0.7126396126528916","0.6680462086845205","0.6680462086845205","0.6680462086845205","0.3763310959638827","0.3763310959638827","0.3763310959638827","0.5461961619343938","0.5461961619343938","0.5461961619343938","0.5274784457743503","0.5274784457743503","0.5274784457743503","0.5938766370146218","0.5938766370146218","0.5938766370146218"
"6","0.4365554475254865","0.4365554475254865","0.4365554475254865","0.5273793432069471","0.5273793432069471","0.5273793432069471","0.7039561942991677","0.7039561942991677","0.7039561942991677","0.5039604283595773","0.5039604283595773","0.5039604283595773","0.33850198156546285","0.33850198156546285","0.33850198156546285","0.5312326312415103","0.5312326312415103","0.5312326312415103","0.5593514194664169","0.5593514194664169","0.5593514194664169","0.4925310204282616","0.4925310204282616","0.4925310204282616"
"7","0.4337372212874864","0.4337372212874864","0.4337372212874864","0.5219775180131061","0.5219775180131061","0.5219775180131061","0.7011430715319218","0.7011430715319218","0.7011430715319218","0.46133509615465706","0.46133509615465706","0.46133509615465706","0.1965278193334531","0.1965278193334531","0.1965278193334531","0.5275966282373599","0.5275966282373599","0.5275966282373599","0.5105289163116753","0.5105289163116753","0.5105289163116753","0.4403459723451928","0.4403459723451928","0.4403459723451928"
"8","0.3504239683262076","0.3504239683262076","0.3504239683262076","0.517308283590793","0.517308283590793","0.517308283590793","0.7187971046244788","0.7187971046244788","0.7187971046244788","0.433922699698742","0.433922699698742","0.433922699698742","0.10389851083743384","0.10389851083743384","0.10389851083743384","0.5244336200853144","0.5244336200853144","0.5244336200853144","0.47712947108961934","0.47712947108961934","0.47712947108961934","0.39118835358308945","0.39118835358308945","0.39118835358308945"
"9","0.1327469965460133","0.1327469965460133","0.1327469965460133","0.5110363855837214","0.5110363855837214","0.5110363855837214","0.7348311783929266","0.7348311783929266","0.7348311783929266","0.3975331680074019","0.3975331680074019","0.3975331680074019","0.029105105622913796","0.029105105622913796","0.029105105622913796","0.5251573474255478","0.5251573474255478","0.5251573474255478","0.4492654349632622","0.4492654349632622","0.4492654349632622","0.36297188675064707","0.36297188675064707","0.36297188675064707"
