sample_id,value
2978,-0.0027801733538131285
2979,0.0026272834462282846
2980,0.005557547780210871
2981,0.004528011145341626
2982,0.000874968285834778
2983,0.007481322556770111
2984,0.0018682891175510474
2985,-0.0005840306743236778
2986,0.00443468399793389
2987,0.0030872525398275077
2988,0.0002845642155135473
2989,0.005230153908117784
2990,0.01339179655021754
2991,0.003280294597702231
2992,0.017365810899809465
2993,0.003325803352196472
2994,-0.0007172265870721631
2995,0.0002827555460014567
2996,-0.0011462044917743327
2997,-0.0013669755484028469
2998,0.0009054336348046903
2999,0.008738493360842026
3000,0.0030051805790574024
3001,-0.0024064491328742218
3002,0.009330987442119645
3003,0.006204595986343143
3004,0.01769408593604611
3005,0.0018831665173589234
3006,-0.0012061503536270213
3007,0.0009896036396818252
3008,-0.002931888729247583
3009,-0.0014013359466476874
3010,0.005753112953766907
3011,-0.001126544616628004
3012,0.0026213389020168093
3013,0.0029002471912882855
3014,0.0039532117303622515
3015,0.006134455482813574
3016,0.014933573156984039
3017,0.003867947234634947
3018,-2.4715046560144435e-05
3019,0.0009663900763087381
3020,0.008457672185703851
3021,0.0019104126595758976
3022,-0.0011534053749886943
3023,0.007004138469938224
3024,0.008048956067579126
3025,0.006894425081332582
3026,0.008800633310753272
3027,0.00734131481353853
3028,0.010126253056956757
3029,0.006961262044883131
3030,-0.0005766879426360397
3031,0.0017863839939358892
3032,0.0033125865468151237
3033,0.008871491844689806
3034,-0.0008799762054493964
3035,0.0009143699414646458
3036,-0.0011857919244403457
3037,0.004157766819883012
3038,0.003977291296964003
3039,0.00842741295456189
3040,-0.0005236651695870956
3041,-0.0017677707665695753
3042,-0.0011799105136610123
3043,0.0005178159898867815
3044,-0.0004943759758088712
3045,0.023652334003762234
3046,-0.000269092433275879
3047,0.012057872749953409
3048,-0.002511269841281692
3049,0.0073541779401180285
3050,-0.0003222270502178451
3051,-0.0015349575005220353
3052,0.0065607573396049175
3053,-0.0001974011286235578
3054,0.00186023825056255
3055,-0.0024779446680441367
3056,0.00565562861567339
3057,0.008035392079283322
3058,0.005191124973761875
3059,-0.0015063651712631278
3060,-0.002221577123438314
3061,-0.0019568766701979316
3062,0.006576466986374523
3063,0.009757009468750438
3064,0.0010526858206561188
3065,-0.0014550968483530245
3066,0.016482337595051293
3067,-0.0026093846124136625
3068,-0.0029998785019587585
3069,0.026876765380320005
3070,-0.00048150153192493515
3071,0.010841687296634431
3072,0.00806133253504011
3073,0.020522468279359437
3074,0.007275260774045139
3075,0.006876477419418825
3076,0.009625393134567714
3077,0.002917611730654395
3078,0.003508561910119546
3079,-0.0015354051309942815
3080,0.007044550441376762
3081,0.006727268811942605
3082,0.0003006062725940412
3083,0.0038883160681433653
3084,0.005671579864977707
3085,-0.0036965333956039802
3086,-0.0015305578915778412
3087,-0.0009831726164191267
3088,0.006960225418571608
3089,0.002109639282090483
3090,0.0056449409799056195
3091,0.0022023893317559586
3092,0.0017783452891815474
3093,0.005570241671126432
3094,-0.0007318129103531176
3095,-0.002104066117457122
3096,0.003451719671271107
3097,-0.00011423855862506549
3098,-0.0007072142338679088
3099,0.0031512013465132237
3100,0.0058365858537794656
3101,0.002924992102990992
3102,-0.0001992081255951534
3103,0.002362653053977058
3104,0.0008030809758796144
3105,-0.00136693074326363
3106,0.0007078142532273273
3107,-0.0004283124344801152
3108,-0.0012280816559673592
3109,0.0018768748478134017
3110,0.002532131770911404
3111,0.00013946491902955792
3112,-0.0001731248135175001
3113,0.0011417197888160154
3114,0.0105031664601822
3115,0.0018724386747522147
3116,-0.0022180001980479785
3117,0.00875086877123971
3118,0.01651335501688453
3119,-0.0005292886644671941
3120,0.004792759980548782
3121,-0.001801648605973356
3122,0.004347051733756057
3123,0.0012013291371534285
3124,0.010353372362767715
3125,-0.00209051582749893
3126,0.019109426182150595
3127,0.015596917837761393
3128,0.014389538839683618
3129,0.0234995945352604
3130,-0.003099037076506335
3131,0.0033169161929114434
3132,0.00946777383746894
3133,0.003013296000356259
3134,-0.0027011845924175496
3135,0.014527232179857429
3136,-0.0026824970550291833
3137,0.00430913729126204
3138,0.0005173313991437625
3139,-0.0017820514732527163
3140,0.011664589750303087
3141,0.002090250796486958
3142,0.008087729657157192
3143,0.005650102475955068
3144,0.013961963799885041
3145,-0.0002909104343604141
3146,-0.002725432726534976
3147,0.012168142001103895
3148,0.002569618349653302
3149,5.800013994286708e-05
3150,-0.0026251252061902843
3151,0.0017170004806781394
3152,0.0033735466482866343
3153,-0.0012832815123981697
3154,0.00827684259723789
3155,-0.0009458851973655064
3156,0.04837735808131867
3157,0.009689206739694024
3158,-0.00078193030525168
3159,-0.002723382506432436
3160,0.004377196240689368
3161,0.01991077111256691
3162,0.0061474026246446135
3163,0.0008602584466294392
3164,-0.0028220239972436816
3165,0.009431391436550758
3166,-0.002240419927031015
3167,0.001884529970005074
3168,0.005699128544576281
3169,-0.0016870518945634478
3170,-0.0017258980213951409
3171,-0.002253796576231369
3172,-0.003030712108216224
3173,0.0011092957754396584
3174,0.0032676547489530645
3175,0.004869815696323214
3176,-0.0006135768851033632
3177,0.0015899658295706297
3178,-0.002372169595989031
3179,0.005310609831784371
3180,0.015731526541811224
3181,0.0015128255839206798
3182,0.004310658001019957
3183,-0.002193536074580598
3184,-8.164202207456596e-05
3185,0.002447814561372344
3186,-0.0004139548601947811
3187,0.001132921475928944
3188,-0.002773392567881198
3189,-0.001427583893950363
3190,0.0026351616006836318
